spec_id,source_file,score_label,score_column,model_family,rule,q,gate_type,threshold,z_threshold,one_way_cost_bps,split,months,net_annualized_return,net_annualized_volatility,net_sharpe,gross_annualized_return,gross_annualized_volatility,gross_sharpe,max_drawdown,average_drawdown,average_monthly_turnover,average_gross_exposure,average_net_exposure,exposure_normalized_annualized_return,exposure_normalized_sharpe,average_n_long,average_n_short,min_n_long,min_n_short,annualized_alpha,beta,alpha_tstat,alpha_beta_months,mean_rank_ic,rank_ic_tstat,rank_ic_hit_rate,rank_ic_months,comparison_role,validation_rank
temporal_tabular_backtest__small_random_classifier__long_short_130_30__q0.1__sign__thr0__zna__cost25,temporal_tabular_backtest_predictions.parquet,temporal_tabular_backtest__small_random_classifier,score_small_random_classifier,TTT,long_short_130_30,0.1,sign,0.0,,25.0,test,107,0.14886055299498402,0.1526383364220734,0.975250100887872,0.17140061088065583,0.1527571653615488,1.122046291412788,-0.28723756143460233,-0.04814859395054134,0.6557475855349684,1.5999999999999999,1.0,0.09380350400427928,0.9832759575669917,812.6168224299065,811.6168224299065,709,708,0.0504329467673785,0.6667253300233971,1.2864896831407129,107,0.08967175349916962,7.052654125961678,0.8037383177570093,107,top_validation,16
temporal_tabular_backtest__small_random_classifier__long_short_130_30__q0.1__sign__thr0__zna__cost25,temporal_tabular_backtest_predictions.parquet,temporal_tabular_backtest__small_random_classifier,score_small_random_classifier,TTT,long_short_130_30,0.1,sign,0.0,,25.0,validation,60,0.17125457987106985,0.09880606676942659,1.7332395213211835,0.19585698780247496,0.09853550388544931,1.987679365096311,-0.09094351012690338,-0.010525896073836425,0.70150520998363,1.5999999999999994,1.0,0.10534684545442197,1.7059170376695012,676.0333333333333,675.0333333333333,651,650,0.08821871069151653,0.6085136434825279,2.735741884192903,60,0.09313225421719075,6.503703461364478,0.8166666666666667,60,top_validation,16
temporal_tabular_backtest__small_random_er_train__long_short_130_30__q0.1__absolute__thr0__zna__cost25,temporal_tabular_backtest_predictions.parquet,temporal_tabular_backtest__small_random_er_train,score_small_random_er_train,TTT,long_short_130_30,0.1,absolute,0.0,,25.0,test,107,0.2041932096094896,0.17714428595430234,1.1526943051505767,0.233795478648948,0.17714948778823247,1.319763785760595,-0.33903132740552855,-0.03843668723745797,0.8219401020083906,1.5999999999999996,1.0,0.1277308472771186,1.1536886699021758,812.6168224299065,303.89719626168227,709,98,0.08346127550878689,0.7913067192104594,1.8714526498745354,107,0.048017321331156784,5.907811814572144,0.6542056074766355,107,top_validation,17
temporal_tabular_backtest__small_random_er_train__long_short_130_30__q0.1__absolute__thr0__zna__cost25,temporal_tabular_backtest_predictions.parquet,temporal_tabular_backtest__small_random_er_train,score_small_random_er_train,TTT,long_short_130_30,0.1,absolute,0.0,,25.0,validation,60,0.21473615952571223,0.12396370820003949,1.732250209708101,0.24754682842020048,0.12378086975254404,1.9998795364346897,-0.096480507892864,-0.013093186823118098,0.902552986560294,1.5999999999999994,1.0,0.13167347020330866,1.6995099241894631,676.0333333333333,167.28333333333333,651,61,0.10874828121427085,0.7628219682125651,2.68556381245592,60,0.058305597735209526,5.172353054817317,0.7333333333333333,60,top_validation,17
temporal_tabular_backtest__small_random_er_train__long_short_130_30__q0.1__sign__thr0__zna__cost25,temporal_tabular_backtest_predictions.parquet,temporal_tabular_backtest__small_random_er_train,score_small_random_er_train,TTT,long_short_130_30,0.1,sign,0.0,,25.0,test,107,0.2041932096094896,0.17714428595430234,1.1526943051505767,0.233795478648948,0.17714948778823247,1.319763785760595,-0.33903132740552855,-0.03843668723745797,0.8219401020083906,1.5999999999999996,1.0,0.1277308472771186,1.1536886699021758,812.6168224299065,303.89719626168227,709,98,0.08346127550878689,0.7913067192104594,1.8714526498745354,107,0.048017321331156784,5.907811814572144,0.6542056074766355,107,top_validation,18
temporal_tabular_backtest__small_random_er_train__long_short_130_30__q0.1__sign__thr0__zna__cost25,temporal_tabular_backtest_predictions.parquet,temporal_tabular_backtest__small_random_er_train,score_small_random_er_train,TTT,long_short_130_30,0.1,sign,0.0,,25.0,validation,60,0.21473615952571223,0.12396370820003949,1.732250209708101,0.24754682842020048,0.12378086975254404,1.9998795364346897,-0.096480507892864,-0.013093186823118098,0.902552986560294,1.5999999999999994,1.0,0.13167347020330866,1.6995099241894631,676.0333333333333,167.28333333333333,651,61,0.10874828121427085,0.7628219682125651,2.68556381245592,60,0.058305597735209526,5.172353054817317,0.7333333333333333,60,top_validation,18
temporal_tabular_backtest__tiny_random_classifier__long_short_130_30__q0.2__absolute__thr0.02__zna__cost25,temporal_tabular_backtest_predictions.parquet,temporal_tabular_backtest__tiny_random_classifier,score_tiny_random_classifier,TTT,long_short_130_30,0.2,absolute,0.02,,25.0,test,107,0.14669516855432163,0.15129326274802382,0.9696080703781224,0.16235394938687397,0.15125044425120435,1.0734113885789873,-0.29015358428028404,-0.042169862212683845,0.45692841612355944,1.5999999999999999,1.0,0.092491825816853,0.978146142260375,1624.7570093457944,1560.2803738317757,1417,1027,0.032894525607992386,0.7692778420126541,1.013981706394527,107,0.10282189990222247,8.25360267330377,0.822429906542056,107,top_validation,19
temporal_tabular_backtest__tiny_random_classifier__long_short_130_30__q0.2__absolute__thr0.02__zna__cost25,temporal_tabular_backtest_predictions.parquet,temporal_tabular_backtest__tiny_random_classifier,score_tiny_random_classifier,TTT,long_short_130_30,0.2,absolute,0.02,,25.0,validation,60,0.17704252442538193,0.10286457245618089,1.7211224447639637,0.19430483262034137,0.10271949192377514,1.8916062470843293,-0.10921515304064111,-0.009768390158952887,0.4915406282101814,1.5999999999999994,1.0,0.1088659680522106,1.6933482998506413,1351.5166666666667,1289.7166666666667,1302,988,0.07726706597678851,0.7396948765990677,2.9634374234600895,60,0.09754903405508678,7.534536896654375,0.8833333333333333,60,top_validation,19
temporal_tabular_backtest__tiny_random_classifier__long_short_130_30__q0.1__absolute__thr0.005__zna__cost25,temporal_tabular_backtest_predictions.parquet,temporal_tabular_backtest__tiny_random_classifier,score_tiny_random_classifier,TTT,long_short_130_30,0.1,absolute,0.005,,25.0,test,107,0.1574446590343075,0.15473811089482056,1.017491154078562,0.1820543543695854,0.15477069532927681,1.1762843992027188,-0.2831709479521818,-0.04810837557316981,0.710037360016757,1.5999999999999999,1.0,0.09899456494596293,1.0236088769443703,812.6168224299065,811.6168224299065,709,708,0.05133647046285445,0.7124793918624366,1.3577716063838454,107,0.10282189990222247,8.25360267330377,0.822429906542056,107,top_validation,20
temporal_tabular_backtest__tiny_random_classifier__long_short_130_30__q0.1__absolute__thr0.005__zna__cost25,temporal_tabular_backtest_predictions.parquet,temporal_tabular_backtest__tiny_random_classifier,score_tiny_random_classifier,TTT,long_short_130_30,0.1,absolute,0.005,,25.0,validation,60,0.18141445577299553,0.10566423661852127,1.7168955322883244,0.208291308583747,0.10551056642532568,1.9741274797454873,-0.10978091794822831,-0.010894647889048304,0.7601299781010152,1.5999999999999994,1.0,0.11153501372649344,1.6888970920848827,676.0333333333333,675.0333333333333,651,650,0.0853950319309938,0.7070642731202728,2.7637427647931423,60,0.09754903405508678,7.534536896654375,0.8833333333333333,60,top_validation,20
dl_xgb__dl_xgb_predictions_prob_xgb_er_train__long_short__q0.2__absolute__thr0.005__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_xgb_er_train,score_dl_xgb_predictions_prob_xgb_er_train,XGBoost,long_short,0.2,absolute,0.005,,25.0,test,107,0.19544357100807463,0.23199375715201662,0.8424518547712815,0.2598983927220626,0.23120432405590838,1.1241069724077288,-0.510270316993238,-0.08949064991531347,1.7696796928613334,2.0,4.172658454481595e-18,0.1015587636289852,0.8755301424980814,1624.7570093457944,439.6355140186916,1417,82,0.26418026516733134,-0.3725442604455217,3.3632920462550615,107,0.05075072335254678,5.859456566981384,0.7102803738317757,107,baseline,136
dl_xgb__dl_xgb_predictions_prob_xgb_er_train__long_short__q0.2__absolute__thr0.005__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_xgb_er_train,score_dl_xgb_predictions_prob_xgb_er_train,XGBoost,long_short,0.2,absolute,0.005,,25.0,validation,60,0.1949872814391327,0.16504328386288258,1.1814311789937935,0.2514540247635244,0.16522860981349277,1.5218552346797654,-0.15801178740433408,-0.039395262783495776,1.564107042460263,2.0,8.153200337090994e-18,0.09716372447086141,1.1774332429253493,1351.5166666666667,322.55,1302,75,0.21398119501827836,-0.1696867866436739,2.7667131139825987,60,0.053724502857138846,4.151757360784629,0.7333333333333333,60,baseline,136
baseline_with_boosting__naive_momentum__long_short__qna__zscore__thrna__z1__cost25,baseline_predictions_with_boosting.parquet,baseline_with_boosting__naive_momentum,prediction_naive_momentum,Naive Momentum,long_short,,zscore,,1.0,25.0,test,108,0.03373763547082609,0.24425294306553685,0.1381258094473554,0.07763485188129926,0.24362686441829112,0.3186629359067947,-0.5464859788961547,-0.15855100453127624,1.382551736428478,1.9722222222222223,0.02777777777777777,0.027616828618136413,0.22118916669768257,528.5370370370371,743.4814814814815,265,0,0.10860939527884314,-0.29381271893167554,1.303034752247031,108,0.04699663085263838,3.783776147443148,0.6388888888888888,108,baseline,159
baseline_with_boosting__naive_momentum__long_short__qna__zscore__thrna__z1__cost25,baseline_predictions_with_boosting.parquet,baseline_with_boosting__naive_momentum,prediction_naive_momentum,Naive Momentum,long_short,,zscore,,1.0,25.0,validation,60,0.18542969075427562,0.1630990672923488,1.1369144767817712,0.23053409722242924,0.16297949605781656,1.4144975460020313,-0.1292259909540231,-0.023670557321154747,1.2625717658486308,2.0,-6.534125092845973e-18,0.09265058050796982,1.136126429734846,551.85,631.4333333333333,332,80,0.16487422328401596,0.15698402297689568,2.155221071481992,60,0.07105682479115141,4.149069021390073,0.65,60,baseline,159
dl_xgb__mlp_er_train_score__gross_normalized_long_short__q0.2__absolute__thr0.005__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_er_train_score,prediction_mlp_er_train_score,MLP,gross_normalized_long_short,0.2,absolute,0.005,,25.0,test,107,0.09264328013207979,0.11780138048160689,0.7864362858340594,0.12007163916038377,0.11756638014514689,1.0213093148920966,-0.3191872001283875,-0.061701357578735,0.8320096165667226,1.0,1.1419587368141716e-18,0.09264328013207979,0.7864362858340594,1624.7570093457944,394.3551401869159,1417,119,0.11418519860534285,-0.12114945062034388,2.8084252204786297,107,0.07382412623735081,7.09218098297882,0.7850467289719626,107,model_representative,48
dl_xgb__mlp_er_train_score__gross_normalized_long_short__q0.2__absolute__thr0.005__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_er_train_score,prediction_mlp_er_train_score,MLP,gross_normalized_long_short,0.2,absolute,0.005,,25.0,validation,60,0.1362854315047668,0.09150197866957553,1.4894260592648998,0.16736837075317856,0.09157853062700547,1.8275939743438463,-0.057653534488598335,-0.012208879559781794,0.9101077048409991,1.0,5.955883934187037e-18,0.1362854315047668,1.4894260592648998,1351.5166666666667,106.86666666666666,1302,6,0.12671936673802872,0.04686580647736842,2.9390161945986755,60,0.03967774939834089,2.4653000983158946,0.6833333333333333,60,model_representative,48
dl_xgb__ft_classifier_score__long_short_130_30__qna__zscore__thrna__z0.5__cost25,dl_xgb_predictions.parquet,dl_xgb__ft_classifier_score,prediction_ft_classifier_score,FT-Transformer,long_short_130_30,,zscore,,0.5,25.0,test,107,0.10620560174521354,0.11500001145491189,0.9235268797069088,0.12084133874691294,0.11497424221895915,1.051029660337142,-0.2502878394278615,-0.03267862755515384,0.44171866564773105,1.5999999999999996,1.0,0.06692435745434011,0.9311214022698309,4005.803738317757,1866.8785046728972,2677,1325,0.015260655957334163,0.6138649973955929,0.6790405944983428,107,0.0933013615220402,6.190525647764559,0.7383177570093458,107,model_representative,75
dl_xgb__ft_classifier_score__long_short_130_30__qna__zscore__thrna__z0.5__cost25,dl_xgb_predictions.parquet,dl_xgb__ft_classifier_score,prediction_ft_classifier_score,FT-Transformer,long_short_130_30,,zscore,,0.5,25.0,validation,60,0.12209865212501247,0.09325238875199707,1.3093353828150343,0.13708695652656244,0.09311146924086172,1.4722886196967258,-0.10359940130873646,-0.01023185130312,0.44622821475005764,1.5999999999999994,1.0,0.07586590281125005,1.301687239571121,3116.016666666667,1533.9333333333334,2697,1338,0.0336543316513458,0.6942531946559697,1.5698373348322476,60,0.09359803096183468,5.972553325407592,0.7833333333333333,60,model_representative,75
