spec_id,source_file,score_label,score_column,model_family,rule,q,gate_type,threshold,z_threshold,one_way_cost_bps,split,months,net_annualized_return,net_annualized_volatility,net_sharpe,gross_annualized_return,gross_annualized_volatility,gross_sharpe,max_drawdown,average_drawdown,average_monthly_turnover,average_gross_exposure,average_net_exposure,exposure_normalized_annualized_return,exposure_normalized_sharpe,average_n_long,average_n_short,min_n_long,min_n_short,annualized_alpha,beta,alpha_tstat,alpha_beta_months,mean_rank_ic,rank_ic_tstat,rank_ic_hit_rate,rank_ic_months
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.1__absolute__thr0.01__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.1,absolute,0.01,,25.0,validation,60,0.12780526185957664,0.11415798645565861,1.1195472680242036,0.1543095890165347,0.1142020619137224,1.3511979243694636,-0.11979305758208059,-0.02087369696929903,0.782496938742005,0.9916666666666667,0.00833333333333334,0.12060359430607326,1.0292376438720403,676.0333333333333,145.98333333333332,651,0,0.112444573622243,0.11953721465050914,2.102510151179396,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.1__absolute__thr0.02__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.1,absolute,0.02,,25.0,test,107,0.22451859839632338,0.2088288176632331,1.0751322586061485,0.26683381805542195,0.20873581863356686,1.2783326781295998,-0.31503039816480183,-0.0547149145193454,1.1497996248163203,0.9906542056074766,0.009345794392523357,0.23497998424494848,1.1155344069234976,320.0,88.11214953271028,5,0,0.23035597469913355,-0.02905754393341457,3.15573092919618,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.1__absolute__thr0.02__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.1,absolute,0.02,,25.0,validation,60,0.12503825946064695,0.16802008677381475,0.7441863759359375,0.1562023782820401,0.16851745867598886,0.9269210413525927,-0.17913651177162926,-0.07091321802576295,0.92229674508942,0.9583333333333334,0.04166666666666668,0.09983686392957503,0.547901709595703,441.18333333333334,50.03333333333333,24,0,0.10773566368616147,0.19927858119608874,1.3716635085627826,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.1__absolute__thr0__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.1,absolute,0.0,,25.0,test,107,0.12273614618247963,0.11443641834324184,1.0725269801292059,0.1459663009793284,0.11423679041875576,1.2777521185973655,-0.2766136235084865,-0.04554087978549072,0.688699610474202,1.0,4.965037986148572e-18,0.12273614618247963,1.0725269801292059,812.6168224299065,561.2897196261682,709,90,0.13265181432778547,-0.06483109578747565,3.328332383565547,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.1__absolute__thr0__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.1,absolute,0.0,,25.0,validation,60,0.10089857018996562,0.09436813753370929,1.0692016694079989,0.12417090480526594,0.09456549800724044,1.3130677405808062,-0.13017433537296297,-0.02337540756622903,0.7038206976968111,1.0,4.9439619065339e-18,0.10089857018996562,1.0692016694079989,676.0333333333333,363.15,651,19,0.09020909601044846,0.08649662660404417,2.0368283614644302,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.1__none__thrna__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.1,none,,,25.0,test,107,0.11407211489864078,0.09575657684396638,1.1912718547209475,0.13619002198810293,0.09565410438759837,1.4237760403489812,-0.18486891502682345,-0.02186957792793741,0.6611856003088318,1.0,-6.444416651409167e-19,0.11407211489864078,1.1912718547209475,812.6168224299065,811.6168224299065,709,708,0.111906070121159,0.007549248934216179,3.342774200370818,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.1__none__thrna__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.1,none,,,25.0,validation,60,0.06305181998788956,0.07273376406331658,0.8668851502446835,0.08298868713462326,0.07293937463602031,1.1377762360693482,-0.08604266798041593,-0.016615524587699923,0.6233647240759557,1.0,6.360652745248292e-19,0.06305181998788956,0.8668851502446834,676.0333333333333,675.0333333333333,651,650,0.04128455061005633,0.1819467475218895,1.257801459892586,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.1__sign__thr0__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.1,sign,0.0,,25.0,test,107,0.12273614618247963,0.11443641834324184,1.0725269801292059,0.1459663009793284,0.11423679041875576,1.2777521185973655,-0.2766136235084865,-0.04554087978549072,0.688699610474202,1.0,4.965037986148572e-18,0.12273614618247963,1.0725269801292059,812.6168224299065,561.2897196261682,709,90,0.13265181432778547,-0.06483109578747565,3.328332383565547,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.1__sign__thr0__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.1,sign,0.0,,25.0,validation,60,0.10089857018996562,0.09436813753370929,1.0692016694079989,0.12417090480526594,0.09456549800724044,1.3130677405808062,-0.13017433537296297,-0.02337540756622903,0.7038206976968111,1.0,4.9439619065339e-18,0.10089857018996562,1.0692016694079989,676.0333333333333,363.15,651,19,0.09020909601044846,0.08649662660404417,2.0368283614644302,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.2__absolute__thr0.005__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.2,absolute,0.005,,25.0,test,107,0.12452051557038901,0.11954174011120348,1.0416488454539312,0.1471127761825224,0.11938502314226192,1.2322548700871754,-0.29035060203996343,-0.04735500983054343,0.6690586464011227,1.0,5.159586413360924e-18,0.12452051557038901,1.041648845453931,1624.7570093457944,418.0934579439252,1417,36,0.13543910213607588,-0.06860000792899172,3.253467043931318,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.2__absolute__thr0.005__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.2,absolute,0.005,,25.0,validation,60,0.1218454683753396,0.08840846690550912,1.3782103981688532,0.14448516160019342,0.08865493440511277,1.629747543886975,-0.08668500252941924,-0.016716220040880126,0.6734601972882932,1.0,3.136958285724726e-18,0.1218454683753396,1.3782103981688532,1351.5166666666667,237.03333333333333,1302,6,0.12473535797786153,-0.043006798015486444,2.9936990463514057,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.2__absolute__thr0.01__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.2,absolute,0.01,,25.0,test,107,0.15875903198486996,0.1333063468701069,1.1909337830670887,0.1839453956361452,0.13306488457477914,1.3823736910302018,-0.24488986401171386,-0.03796890508221942,0.7245533868854465,1.0,3.4491814907856608e-18,0.15875903198486996,1.1909337830670887,1624.7570093457944,263.6448598130841,1417,7,0.16895317466607135,-0.07806500286287889,3.640067247075608,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.2__absolute__thr0.01__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.2,absolute,0.01,,25.0,validation,60,0.1263287829373141,0.11205025464823307,1.1274296817433085,0.15021699563963797,0.11208354954135473,1.3402233981197518,-0.11454825736863472,-0.020625322370623478,0.706837372952162,0.9916666666666667,0.00833333333333333,0.12034702737529002,1.053001554156628,1351.5166666666667,145.98333333333332,1302,0,0.11607620201993293,0.07785448092239736,2.2018210065582204,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.2__absolute__thr0.02__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.2,absolute,0.02,,25.0,test,107,0.2232172189198609,0.2088989759641084,1.068541470295252,0.26601757123912284,0.20877023004932305,1.2742121861736455,-0.3153938565200147,-0.05489325508726619,1.1636982173589958,0.9906542056074766,0.009345794392523357,0.23366748673985294,1.108917100527099,425.77570093457945,88.11214953271028,5,0,0.2294658949226661,-0.030231074717327645,3.142541637970794,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.2__absolute__thr0.02__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.2,absolute,0.02,,25.0,validation,60,0.12262384861441888,0.16795738662271836,0.7300890486577293,0.15440583313938472,0.16846035367892281,0.9165707525087753,-0.18087109190195771,-0.07154631360506022,0.9421954127084772,0.9583333333333334,0.04166666666666668,0.09747653704200232,0.5351783810666491,610.15,50.03333333333333,24,0,0.10577320422980277,0.1974908880429979,1.3469529814857513,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.2__absolute__thr0__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.2,absolute,0.0,,25.0,test,107,0.11771168229027507,0.11068216467664006,1.0635108432706557,0.1386699100061275,0.1104977023638406,1.2549574067117073,-0.28125317429500063,-0.04670281786650705,0.6244743569875759,1.0,3.903127820947816e-18,0.11771168229027507,1.0635108432706557,1624.7570093457944,639.0280373831775,1417,90,0.13022869819078803,-0.08148992441130264,3.387487023807444,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.2__absolute__thr0__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.2,absolute,0.0,,25.0,validation,60,0.10196414036042967,0.09092956001840592,1.1213530598827282,0.1231380254728387,0.09113011042934377,1.3512331422917756,-0.133573621712206,-0.023549342993561876,0.640410265714324,1.0,2.5153490401663702e-18,0.10196414036042967,1.1213530598827282,1351.5166666666667,387.1,1302,19,0.09656420001875729,0.04058165417130736,2.2527406531686927,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.2__none__thrna__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.2,none,,,25.0,test,107,0.08017563442037545,0.06665682298580838,1.2028121177849311,0.09792286405293726,0.06671138331695918,1.4678583951360455,-0.08318437930809841,-0.009723211359482214,0.5471059240297429,1.0,8.227777234189062e-19,0.08017563442037545,1.2028121177849311,1624.7570093457944,1623.7570093457944,1417,1416,0.0680310689091814,0.07621107063062373,2.966280637069952,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.2__none__thrna__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.2,none,,,25.0,validation,60,0.0444988214809694,0.057557185797712344,0.7731236484939129,0.060496645013438544,0.05780251714155968,1.0466091790653491,-0.0680875195232995,-0.015901283429080964,0.5092330943704126,1.0,-3.353798720221827e-18,0.0444988214809694,0.7731236484939129,1351.5166666666667,1350.5166666666667,1302,1301,0.01872794119835078,0.21319260248517566,0.7653092073899638,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.2__sign__thr0__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.2,sign,0.0,,25.0,test,107,0.11771168229027507,0.11068216467664006,1.0635108432706557,0.1386699100061275,0.1104977023638406,1.2549574067117073,-0.28125317429500063,-0.04670281786650705,0.6244743569875759,1.0,3.903127820947816e-18,0.11771168229027507,1.0635108432706557,1624.7570093457944,639.0280373831775,1417,90,0.13022869819078803,-0.08148992441130264,3.387487023807444,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__q0.2__sign__thr0__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,0.2,sign,0.0,,25.0,validation,60,0.10196414036042967,0.09092956001840592,1.1213530598827282,0.1231380254728387,0.09113011042934377,1.3512331422917756,-0.133573621712206,-0.023549342993561876,0.640410265714324,1.0,2.5153490401663702e-18,0.10196414036042967,1.1213530598827282,1351.5166666666667,387.1,1302,19,0.09656420001875729,0.04058165417130736,2.2527406531686927,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__qna__zscore__thrna__z0.25__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,,zscore,,0.25,25.0,test,107,0.05768048861506414,0.05162839893549352,1.1172240434403617,0.07014063603355658,0.05185311590255262,1.3526792905824914,-0.0741451307128771,-0.008135625339214933,0.39274521671852447,1.0,-1.4591132040926415e-18,0.05768048861506414,1.1172240434403617,3357.2803738317757,3135.9345794392525,2882,1622,0.034493246013994755,0.15224655782757696,2.1496993454289597,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__qna__zscore__thrna__z0.25__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,,zscore,,0.25,25.0,validation,60,0.029164116838624743,0.04494794685998976,0.6488420245193683,0.040750810734513365,0.045032444682578415,0.9049211301263981,-0.05319839620833944,-0.01288332260383048,0.37434261892921517,1.0,6.7654215563095475e-18,0.029164116838624743,0.6488420245193683,2879.633333333333,2548.7833333333333,2678,1751,0.002621049916029551,0.21827836354744518,0.1503074415981056,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__qna__zscore__thrna__z0.5__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,,zscore,,0.5,25.0,test,107,0.08065667715971214,0.07054888276332663,1.1432736281635325,0.09772097128958679,0.07065656493134162,1.3830416378795685,-0.07408761816205067,-0.00990097346871533,0.5261031627502746,1.0,-5.62163892799026e-18,0.08065667715971214,1.1432736281635325,2615.4766355140187,2094.9532710280373,2182,1087,0.06306395150029317,0.11366493613079494,2.6407487872630164,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__qna__zscore__thrna__z0.5__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,,zscore,,0.5,25.0,validation,60,0.03937518702288045,0.0554996437809425,0.7094673828591515,0.05356541886237842,0.05577268596691515,0.9604238693857043,-0.06453425692913739,-0.015056242861369352,0.45416666825743307,1.0,-4.6837533851373795e-18,0.03937518702288045,0.7094673828591515,2239.9333333333334,1861.9,2105,1276,0.011082273794070105,0.234030909674355,0.4867321830613204,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__qna__zscore__thrna__z0.75__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,,zscore,,0.75,25.0,test,107,0.11615472413902306,0.08910962507280315,1.3035036792504051,0.13651264730838797,0.08893762000274598,1.5349257974766257,-0.13058925898964213,-0.01229380950211766,0.6077791329707554,1.0,4.450295272482556e-18,0.11615472413902306,1.3035036792504051,1883.8504672897195,1235.5046728971963,1469,685,0.10945247628145843,0.03223813182646743,3.5186602268152574,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__qna__zscore__thrna__z0.75__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,,zscore,,0.75,25.0,validation,60,0.05315189997369063,0.06501110226990277,0.8175818916747944,0.06977160463731846,0.06517512206661337,1.0705251087371526,-0.07009806795596929,-0.015518000418622915,0.5247941368656259,1.0,-4.6837533851373795e-18,0.05315189997369063,0.8175818916747944,1618.4333333333334,1271.9666666666667,1454,827,0.029133685639476527,0.19970319260288125,1.017699844708332,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__qna__zscore__thrna__z1__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,,zscore,,1.0,25.0,test,107,0.12850379057013894,0.10361024054533996,1.2402614827817675,0.15121389512322936,0.1034826150946899,1.4612492638001449,-0.19333149410972383,-0.024424585279548244,0.6706865098696796,1.0,-4.462454549183329e-18,0.12850379057013894,1.2402614827817675,1198.0467289719627,782.626168224299,786,396,0.13154357212236656,-0.031062184409621142,3.635196250112102,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__gross_normalized_long_short__qna__zscore__thrna__z1__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,gross_normalized_long_short,,zscore,,1.0,25.0,validation,60,0.0664732170507416,0.06915407449324633,0.9612335576442927,0.08665825580335618,0.06947090568367716,1.247403570610385,-0.07547156270413369,-0.015318923956220426,0.6294577858886522,1.0,6.071532165918825e-18,0.0664732170507416,0.9612335576442927,1018.8666666666667,856.1,683,444,0.046708959413154574,0.16219858192353812,1.4882744775403083,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__long_only__q0.1__none__thrna__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,long_only,0.1,none,,,25.0,test,107,0.14691206200550577,0.21524786736157445,0.682525052658116,0.17131688028635628,0.21570949069231607,0.7942018672266925,-0.32715007133649165,-0.04747855259484346,0.7120383031779395,1.0,1.0,0.146912062005506,0.6825250526581169,812.6168224299065,0.0,709,0,-0.024833506127240196,1.2278476032597432,-0.7119996798919599,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__long_only__q0.1__none__thrna__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,long_only,0.1,none,,,25.0,validation,60,0.09967358013265049,0.180078533304583,0.5535006216652354,0.12167386747364417,0.18037063130325084,0.6745769341411139,-0.26264009241409325,-0.04100954156107543,0.6666376695078656,1.0,1.0,0.09967358013265049,0.5535006216652354,676.0333333333333,0.0,651,0,-0.05835477049627056,1.3624157695948953,-1.4901472092414858,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__long_only__q0.2__none__thrna__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,long_only,0.2,none,,,25.0,test,107,0.14191966469639405,0.2105011917666023,0.6741988655995378,0.16068467944322773,0.21087725527932635,0.7619820318240867,-0.3157696368027906,-0.04522487551488433,0.5509507366074621,1.0,1.0,0.14191966469639405,0.6741988655995378,1624.7570093457944,0.0,1417,0,-0.02535053253138219,1.1952926962570711,-0.7311459541485482,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__long_only__q0.2__none__thrna__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,long_only,0.2,none,,,25.0,validation,60,0.09852437964035277,0.1679158399193497,0.5867485740932733,0.11544267279870146,0.168180673053033,0.6864205660676511,-0.25092244508050543,-0.03843829091697277,0.5144552110215512,1.0,1.0,0.09852437964035277,0.5867485740932733,1351.5166666666667,0.0,1302,0,-0.051069834032334664,1.2790842221426078,-1.4356270320195517,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__long_short_130_30__q0.1__absolute__thr0.005__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,long_short_130_30,0.1,absolute,0.005,,25.0,test,107,0.23558274342760144,0.21798578207092695,1.0807252711140074,0.27798745984724094,0.21865672415094065,1.2713419215744939,-0.38905603601302396,-0.03071713745507007,1.1483255458635295,1.5999999999999996,1.0,0.14819226552412457,1.0877205962059058,812.6168224299065,397.30841121495325,709,36,0.056098124909414224,1.1970665854536429,1.41054788760528,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__long_short_130_30__q0.1__absolute__thr0.005__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,long_short_130_30,0.1,absolute,0.005,,25.0,validation,60,0.18093049605358136,0.1843787826249294,0.9812978124583744,0.22025029540946717,0.18499409697257035,1.19058012668439,-0.20583656601886835,-0.030271882312149286,1.1101361188863792,1.5999999999999994,1.0,0.114047827182157,0.9896828739923516,676.0333333333333,236.33333333333334,651,6,0.014518547869130642,1.3614196190360257,0.33386068377047023,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__long_short_130_30__q0.1__absolute__thr0.01__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,long_short_130_30,0.1,absolute,0.01,,25.0,test,107,0.25937995381181644,0.2207826308249369,1.1748204686331696,0.3039385957239571,0.22144977816455658,1.3724944691437175,-0.38997695859662906,-0.028217787850113987,1.1849857693063186,1.5999999999999996,1.0,0.1621408719131412,1.1750262875829651,812.6168224299065,261.2710280373832,709,7,0.0769178503015119,1.1907583969010873,1.8251113948193276,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__long_short_130_30__q0.1__absolute__thr0.01__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,long_short_130_30,0.1,absolute,0.01,,25.0,validation,60,0.18186666353722902,0.19976662175868207,0.9103956503650736,0.22201122882777913,0.20030571627679974,1.1083619227370667,-0.20457124332497145,-0.032958598524661833,1.1315178756740178,1.5949999999999995,1.005,0.11278740926082431,0.895238289840218,676.0333333333333,145.98333333333332,651,0,0.009276937578511765,1.4339257019231535,0.18240132372598317,60,0.05348923163744758,3.307934786124823,0.7166666666666667,60
dl_xgb__dl_xgb_predictions_prob_temporal_er_train__long_short_130_30__q0.1__absolute__thr0.02__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__dl_xgb_predictions_prob_temporal_er_train,score_dl_xgb_predictions_prob_temporal_er_train,TTT,long_short_130_30,0.1,absolute,0.02,,25.0,test,107,0.3072316777385897,0.2907670810163272,1.056624693086691,0.38080938436599165,0.2919255703050621,1.304474232826011,-0.37439749861202787,-0.039150121973588706,1.8732709692047849,1.594392523364486,1.0056074766355139,0.19780138022146487,1.0818161360674707,320.0,88.11214953271028,5,0,0.11391325821491526,1.3046521683787544,1.5626423188368659,107,0.0587546033691136,5.481688100565473,0.7289719626168224,107
