spec_id,source_file,score_label,score_column,model_family,rule,q,gate_type,threshold,z_threshold,one_way_cost_bps,split,months,net_annualized_return,net_annualized_volatility,net_sharpe,gross_annualized_return,gross_annualized_volatility,gross_sharpe,max_drawdown,average_drawdown,average_monthly_turnover,average_gross_exposure,average_net_exposure,exposure_normalized_annualized_return,exposure_normalized_sharpe,average_n_long,average_n_short,min_n_long,min_n_short,annualized_alpha,beta,alpha_tstat,alpha_beta_months,mean_rank_ic,rank_ic_tstat,rank_ic_hit_rate,rank_ic_months
dl_xgb__mlp_score__gross_normalized_long_short__qna__zscore__thrna__z0.5__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,gross_normalized_long_short,,zscore,,0.5,25.0,test,107,0.029823497015260214,0.0993363445203244,0.3002274460498017,0.0504667030939252,0.09931341532291342,0.5081559518402909,-0.3170853922184095,-0.0693473317813773,0.6633538599401224,1.0,1.2592450933237015e-18,0.029823497015260214,0.3002274460498017,2176.214953271028,1685.6635514018692,827,1132,0.06274042214762414,-0.18754619033093697,1.889553297089415,107,0.09571374348361604,7.734405707773628,0.7850467289719626,107
dl_xgb__mlp_score__gross_normalized_long_short__qna__zscore__thrna__z0.5__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,gross_normalized_long_short,,zscore,,0.5,25.0,validation,60,0.03261341930839734,0.054617604543578155,0.597122843100448,0.051437921137572395,0.05449303172815837,0.9439357566702001,-0.10164297571139347,-0.026983376520933685,0.6039695251498388,1.0,-1.4456028966473392e-19,0.03261341930839734,0.597122843100448,1815.3333333333333,1452.9666666666667,1350,1154,0.030280845767978348,0.026706117601963508,1.17640026462318,60,0.07356422897767818,6.343087478421239,0.85,60
dl_xgb__mlp_score__gross_normalized_long_short__qna__zscore__thrna__z0.75__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,gross_normalized_long_short,,zscore,,0.75,25.0,test,107,0.045812682165767615,0.10462227028976916,0.4378865230020492,0.06964901855051431,0.10448161061736581,0.6666150927322898,-0.32813766266979094,-0.07103673485813014,0.7538996427830728,1.0,-3.2120755951206065e-18,0.045812682165767615,0.4378865230020492,989.4392523364486,1327.1121495327102,363,727,0.07200550567603192,-0.14313982867139102,2.0145028502458118,107,0.09571374348361604,7.734405707773628,0.7850467289719626,107
dl_xgb__mlp_score__gross_normalized_long_short__qna__zscore__thrna__z0.75__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,gross_normalized_long_short,,zscore,,0.75,25.0,validation,60,0.03634720156708093,0.059895203024897085,0.606846620955141,0.05735144313633089,0.059800626385833694,0.959044187368529,-0.10496534819706249,-0.028788196883782216,0.6711018599533074,1.0,4.250072516143178e-18,0.03634720156708093,0.6068466209551409,1106.5166666666667,1184.5166666666667,701,964,0.033577967140802675,0.0316900192113386,1.189884046049545,60,0.07356422897767818,6.343087478421239,0.85,60
dl_xgb__mlp_score__gross_normalized_long_short__qna__zscore__thrna__z1__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,gross_normalized_long_short,,zscore,,1.0,25.0,test,107,0.0632568824746178,0.11148918505895755,0.5673813333658003,0.0898270351209991,0.1113580740559916,0.8066504012617303,-0.3521739540245664,-0.07352357527956742,0.8268834733491114,1.0,-3.6964201170346914e-18,0.0632568824746178,0.5673813333658003,477.0093457943925,1014.6542056074767,9,505,0.08849925559876327,-0.13739738185229824,2.3131515883415212,107,0.09571374348361604,7.734405707773628,0.7850467289719626,107
dl_xgb__mlp_score__gross_normalized_long_short__qna__zscore__thrna__z1__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,gross_normalized_long_short,,zscore,,1.0,25.0,validation,60,0.03636798388101381,0.06470587801666929,0.5620506976451942,0.060485716890028574,0.06468639966999042,0.935060804104226,-0.10299626205030565,-0.027859141575183093,0.7696700038183883,1.0,-1.5034270125132329e-18,0.03636798388101381,0.5620506976451942,643.35,960.95,258,786,0.033830893433664515,0.03222843398634473,1.1094722863102549,60,0.07356422897767818,6.343087478421239,0.85,60
dl_xgb__mlp_score__long_only__q0.1__none__thrna__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,long_only,0.1,none,,,25.0,test,107,0.10090450350221913,0.17086472720967563,0.5905519831392396,0.12499856064934423,0.17102594850596556,0.7308748277164746,-0.29717573681843745,-0.04418040671577764,0.7283033761451342,1.0,1.0,0.10090450350221913,0.5905519831392396,812.6168224299065,0.0,709,0,-0.04060636921107908,1.0041308467479615,-1.665265351500066,107,0.09571374348361604,7.734405707773628,0.7850467289719626,107
dl_xgb__mlp_score__long_only__q0.1__none__thrna__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,long_only,0.1,none,,,25.0,validation,60,0.06627433871289878,0.14827095452949723,0.4469812642887793,0.0907973736735288,0.14824870980138832,0.6124665354266611,-0.23288999960416001,-0.04219400096239537,0.7618793187730349,1.0,1.0,0.06627433871289878,0.4469812642887793,676.0333333333333,0.0,651,0,-0.06975147372409243,1.1643425980396338,-2.5621288249294394,60,0.07356422897767818,6.343087478421239,0.85,60
dl_xgb__mlp_score__long_only__q0.2__none__thrna__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,long_only,0.2,none,,,25.0,test,107,0.09717242326022824,0.15998795849469902,0.6073733559357088,0.11894512585014283,0.1601444071741082,0.7427366834036626,-0.29485046622646827,-0.04245812859548288,0.6608226473411523,1.0,1.0,0.09717242326022824,0.6073733559357088,1624.7570093457944,0.0,1417,0,-0.0346547341460267,0.9302792429127392,-1.4438195096564226,107,0.09571374348361604,7.734405707773628,0.7850467289719626,107
dl_xgb__mlp_score__long_only__q0.2__none__thrna__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,long_only,0.2,none,,,25.0,validation,60,0.07470046173283884,0.14624725815837183,0.5107819638707028,0.09551686974725193,0.1463112037857478,0.6528335990395032,-0.22718277013081334,-0.03794330723598667,0.6435635486690241,1.0,1.0,0.07470046173283884,0.5107819638707028,1351.5166666666667,0.0,1302,0,-0.06094567927183447,1.154801160211929,-2.3437230850829844,60,0.07356422897767818,6.343087478421239,0.85,60
dl_xgb__mlp_score__long_short_130_30__q0.1__absolute__thr0.005__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,long_short_130_30,0.1,absolute,0.005,,25.0,test,107,0.14996762890813198,0.16925674187020226,0.8860363684841428,0.19031368110050084,0.16933378854893733,1.1238966701881847,-0.32172299342863975,-0.03236752987581689,1.163849042992475,1.5999999999999996,1.0,0.09520521478917399,0.8999839059852296,812.6168224299065,811.6168224299065,709,708,0.015366927020077387,0.9235630820799128,0.48941357181414724,107,0.09571374348361604,7.734405707773628,0.7850467289719626,107
dl_xgb__mlp_score__long_short_130_30__q0.1__absolute__thr0.005__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,long_short_130_30,0.1,absolute,0.005,,25.0,validation,60,0.09947719731206006,0.15736890751900462,0.6321273933991486,0.1394849784627601,0.15736514794898046,0.886377830674316,-0.20594985188217318,-0.03312066602568893,1.2012763082154285,1.5999999999999994,1.0,0.06416715605664436,0.6523998374852567,676.0333333333333,675.0333333333333,651,650,-0.04124375900562547,1.1943755913831406,-1.2196439135714974,60,0.07356422897767818,6.343087478421239,0.85,60
dl_xgb__mlp_score__long_short_130_30__q0.1__absolute__thr0.01__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,long_short_130_30,0.1,absolute,0.01,,25.0,test,107,0.14993859834631373,0.16924759172344608,0.8859127436880542,0.19028306940395323,0.16932418576573807,1.1237796215787625,-0.32172299342863975,-0.03238617780844983,1.1638284553304445,1.5999999999999996,1.0,0.09518750109447272,0.8998651041370065,812.6168224299065,811.5514018691589,709,708,0.015345938872347545,0.9235232806186929,0.4887852337218538,107,0.09571374348361604,7.734405707773628,0.7850467289719626,107
dl_xgb__mlp_score__long_short_130_30__q0.1__absolute__thr0.01__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,long_short_130_30,0.1,absolute,0.01,,25.0,validation,60,0.09947719731206006,0.15736890751900462,0.6321273933991486,0.1394849784627601,0.15736514794898046,0.886377830674316,-0.20594985188217318,-0.03312066602568893,1.2012763082154285,1.5999999999999994,1.0,0.06416715605664436,0.6523998374852567,676.0333333333333,675.0333333333333,651,650,-0.04124375900562547,1.1943755913831406,-1.2196439135714974,60,0.07356422897767818,6.343087478421239,0.85,60
dl_xgb__mlp_score__long_short_130_30__q0.1__absolute__thr0.02__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,long_short_130_30,0.1,absolute,0.02,,25.0,test,107,0.1492567465132344,0.16898356267635972,0.883261922930892,0.18962623112149957,0.1690488809594957,1.1217242613213998,-0.32172299342863975,-0.0328761517168152,1.1651089659227263,1.5999999999999996,1.0,0.0947693207600373,0.8973116131210103,812.1401869158879,809.1028037383178,661,479,0.014876374345279372,0.9223783316366938,0.4749584768477929,107,0.09571374348361604,7.734405707773628,0.7850467289719626,107
dl_xgb__mlp_score__long_short_130_30__q0.1__absolute__thr0.02__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,long_short_130_30,0.1,absolute,0.02,,25.0,validation,60,0.09769280631896748,0.15757729717457233,0.6199675211508312,0.1381317445292456,0.15758917440300352,0.8765306693973829,-0.20594985188217318,-0.033492584831695524,1.215881318841925,1.5999999999999994,1.0,0.06309204287878822,0.6406206377193191,668.8166666666667,675.0333333333333,475,650,-0.04321390739139894,1.1973035053161802,-1.2817497918383147,60,0.07356422897767818,6.343087478421239,0.85,60
dl_xgb__mlp_score__long_short_130_30__q0.1__absolute__thr0__zna__cost25,dl_xgb_predictions.parquet,dl_xgb__mlp_score,prediction_mlp_score,MLP,long_short_130_30,0.1,absolute,0.0,,25.0,test,107,0.14996762890813198,0.16925674187020226,0.8860363684841428,0.19031368110050084,0.16933378854893733,1.1238966701881847,-0.32172299342863975,-0.03236752987581689,1.163849042992475,1.5999999999999996,1.0,0.09520521478917399,0.8999839059852296,812.6168224299065,811.6168224299065,709,708,0.015366927020077387,0.9235630820799128,0.48941357181414724,107,0.09571374348361604,7.734405707773628,0.7850467289719626,107
