spec_id,split,model_family,score_label,rule,q,gate_type,threshold,overlay_method,method_label,base_annualized_return,overlay_annualized_return,delta_annualized_return,base_annualized_volatility,overlay_annualized_volatility,delta_annualized_volatility,base_sharpe,overlay_sharpe,delta_sharpe,base_average_drawdown,overlay_average_drawdown,delta_average_drawdown,base_max_drawdown,overlay_max_drawdown,delta_max_drawdown,overlay_average_lambda,overlay_average_turnover
temporal_tabular_backtest__small_ft_warmstart_er_train__long_short__q0.1__absolute__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_ft_warmstart_er_train,long_short,0.1,absolute,0.0,dd_speed_phase_vol_target,DD speed/phase + vol target,0.19252419332867143,0.1737663109462948,-0.018757882382376634,0.30838653943815475,0.2503344390336455,-0.058052100404509255,0.6242950606061751,0.6941366582124173,0.0698415976062422,-0.17467985513268747,-0.13835868452201214,0.03632117061067533,-0.6951703015988475,-0.4919023697289535,0.203267931869894,0.8089701687346096,1.2705340834508627
temporal_tabular_backtest__small_ft_warmstart_er_train__long_short__q0.1__none__thrna__zna__cost25,test,TTT,temporal_tabular_backtest__small_ft_warmstart_er_train,long_short,0.1,none,,dd_speed_phase_control,DD speed/phase,0.12677534640019972,0.11861973834932327,-0.00815560805087645,0.257958180214685,0.21507696252931108,-0.042881217685373896,0.49145697296628194,0.5515222874377238,0.060065314471441866,-0.1625963460201938,-0.1348554726627197,0.027740873357474105,-0.659231632157657,-0.48884455569629015,0.17038707646136686,0.8383177570093459,1.056047615310765
temporal_tabular_backtest__small_ft_warmstart_er_train__long_short__q0.1__none__thrna__zna__cost25,test,TTT,temporal_tabular_backtest__small_ft_warmstart_er_train,long_short,0.1,none,,dd_speed_phase_vol_target,DD speed/phase + vol target,0.12677534640019972,0.11574199887409287,-0.011033347526106851,0.257958180214685,0.20766694499818353,-0.050291235216501445,0.49145697296628194,0.5573443519145778,0.06588737894829583,-0.1625963460201938,-0.13142321132765256,0.031173134692541238,-0.659231632157657,-0.46038012426152086,0.19885150789613615,0.786990189053,1.0144065336125678
temporal_tabular_backtest__small_ft_warmstart_er_train__long_short__q0.1__sign__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_ft_warmstart_er_train,long_short,0.1,sign,0.0,dd_speed_phase_control,DD speed/phase,0.19252419332867143,0.1801512482882619,-0.012372945040409533,0.30838653943815475,0.2583687986280339,-0.050017740810120837,0.6242950606061751,0.6972639469041323,0.07296888629795717,-0.17467985513268747,-0.13506272227192964,0.039617132860757825,-0.6951703015988475,-0.503969128379351,0.19120117321949648,0.8523364485981308,1.3281822566557973
temporal_tabular_backtest__small_ft_warmstart_er_train__long_short__q0.1__sign__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_ft_warmstart_er_train,long_short,0.1,sign,0.0,dd_speed_phase_vol_target,DD speed/phase + vol target,0.19252419332867143,0.1737663109462948,-0.018757882382376634,0.30838653943815475,0.2503344390336455,-0.058052100404509255,0.6242950606061751,0.6941366582124173,0.0698415976062422,-0.17467985513268747,-0.13835868452201214,0.03632117061067533,-0.6951703015988475,-0.4919023697289535,0.203267931869894,0.8089701687346096,1.2705340834508627
temporal_tabular_backtest__small_ft_warmstart_er_train__long_short__q0.2__absolute__thr0.005__zna__cost25,test,TTT,temporal_tabular_backtest__small_ft_warmstart_er_train,long_short,0.2,absolute,0.005,dd_speed_phase_control,DD speed/phase,0.20289007788577962,0.19890496324111795,-0.003985114644661669,0.4290143725020007,0.383196119383965,-0.04581825311803572,0.47292140051749304,0.5190683130113171,0.04614691249382402,-0.2423566217565066,-0.22991328340692235,0.012443338349584249,-0.7218481191174857,-0.5820146281351345,0.1398334909823512,0.8630841121495326,1.429753479159328
temporal_tabular_backtest__small_ft_warmstart_er_train__long_short__q0.2__absolute__thr0.005__zna__cost25,test,TTT,temporal_tabular_backtest__small_ft_warmstart_er_train,long_short,0.2,absolute,0.005,dd_speed_phase_vol_target,DD speed/phase + vol target,0.20289007788577962,0.16909538617299003,-0.03379469171278959,0.4290143725020007,0.36846894049605394,-0.06054543200594675,0.47292140051749304,0.45891354084103847,-0.01400785967645457,-0.2423566217565066,-0.25321046790977986,-0.010853846153273256,-0.7218481191174857,-0.5986256820951145,0.12322243702237123,0.7909297640034333,1.3320113595146312
temporal_tabular_backtest__small_ft_warmstart_er_train__long_short__q0.2__absolute__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_ft_warmstart_er_train,long_short,0.2,absolute,0.0,dd_speed_phase_control,DD speed/phase,0.18084730186697962,0.17334493547996632,-0.007502366387013293,0.3042470895254586,0.2544732334860161,-0.04977385603944251,0.5944093077407953,0.6811912321988554,0.0867819244580601,-0.17764453073847444,-0.13382552174833467,0.04381900899013977,-0.6932088472171314,-0.497077762570713,0.19613108464641837,0.8546728971962617,1.2303804842853356
temporal_tabular_backtest__small_ft_warmstart_er_train__long_short__q0.2__absolute__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_ft_warmstart_er_train,long_short,0.2,absolute,0.0,dd_speed_phase_vol_target,DD speed/phase + vol target,0.18084730186697962,0.1648217542616528,-0.016025547605326818,0.3042470895254586,0.24599107985678792,-0.05825600966867067,0.5944093077407953,0.6700314269834882,0.07562211924269291,-0.17764453073847444,-0.13965942978872722,0.03798510094974722,-0.6932088472171314,-0.48450488968822825,0.20870395752890314,0.8089611275357059,1.1773212458399043
temporal_tabular_backtest__small_ft_warmstart_er_train__long_short__q0.2__none__thrna__zna__cost25,test,TTT,temporal_tabular_backtest__small_ft_warmstart_er_train,long_short,0.2,none,,dd_speed_phase_control,DD speed/phase,0.11118982472026717,0.10158201220993202,-0.009607812510335156,0.14562846099260715,0.11917737980259684,-0.026451081190010314,0.7635171309398905,0.8523598385716362,0.08884270763174573,-0.07453319956872842,-0.055399778484521656,0.019133421084206764,-0.39807710887449765,-0.2669593927986912,0.13111771607580647,0.8649532710280373,0.8044350887012925
temporal_tabular_backtest__small_ft_warmstart_er_train__long_short__q0.2__none__thrna__zna__cost25,test,TTT,temporal_tabular_backtest__small_ft_warmstart_er_train,long_short,0.2,none,,dd_speed_phase_vol_target,DD speed/phase + vol target,0.11118982472026717,0.08845639186611942,-0.02273343285414775,0.14562846099260715,0.11493923285967911,-0.030689228132928043,0.7635171309398905,0.7695926766286091,0.006075545688718598,-0.07453319956872842,-0.05852626653458027,0.01600693303414815,-0.39807710887449765,-0.2624238308723309,0.13565327800216676,0.8154244332151744,0.8000843581332415
temporal_tabular_backtest__small_ft_warmstart_er_train__long_short__q0.2__sign__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_ft_warmstart_er_train,long_short,0.2,sign,0.0,dd_speed_phase_control,DD speed/phase,0.18084730186697962,0.17334493547996632,-0.007502366387013293,0.3042470895254586,0.2544732334860161,-0.04977385603944251,0.5944093077407953,0.6811912321988554,0.0867819244580601,-0.17764453073847444,-0.13382552174833467,0.04381900899013977,-0.6932088472171314,-0.497077762570713,0.19613108464641837,0.8546728971962617,1.2303804842853356
temporal_tabular_backtest__small_ft_warmstart_er_train__long_short__q0.2__sign__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_ft_warmstart_er_train,long_short,0.2,sign,0.0,dd_speed_phase_vol_target,DD speed/phase + vol target,0.18084730186697962,0.1648217542616528,-0.016025547605326818,0.3042470895254586,0.24599107985678792,-0.05825600966867067,0.5944093077407953,0.6700314269834882,0.07562211924269291,-0.17764453073847444,-0.13965942978872722,0.03798510094974722,-0.6932088472171314,-0.48450488968822825,0.20870395752890314,0.8089611275357059,1.1773212458399043
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.1__absolute__thr0.005__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.1,absolute,0.005,dd_speed_phase_control,DD speed/phase,0.1644742717138008,0.12458147142654918,-0.03989280028725162,0.16541642384453137,0.13158975475843793,-0.03382666908609344,0.9943043616296767,0.9467414211330206,-0.0475629404966561,-0.0427502320567008,-0.03690980680158882,0.005840425255111983,-0.3224242786117043,-0.21811769789724356,0.10430658071446075,0.8869158878504672,0.9296460215704844
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.1__absolute__thr0.005__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.1,absolute,0.005,dd_speed_phase_vol_target,DD speed/phase + vol target,0.1644742717138008,0.11706451874679935,-0.04740975296700145,0.16541642384453137,0.12590463437718513,-0.03951178946734624,0.9943043616296767,0.9297872101839988,-0.06451715144567793,-0.0427502320567008,-0.03813631171343936,0.004613920343261441,-0.3224242786117043,-0.20106782775681442,0.12135645085488989,0.8446253767494072,0.9004308588732475
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.1__absolute__thr0.01__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.1,absolute,0.01,dd_speed_phase_control,DD speed/phase,0.1644742717138008,0.12458147142654918,-0.03989280028725162,0.16541642384453137,0.13158975475843793,-0.03382666908609344,0.9943043616296767,0.9467414211330206,-0.0475629404966561,-0.0427502320567008,-0.03690980680158882,0.005840425255111983,-0.3224242786117043,-0.21811769789724356,0.10430658071446075,0.8869158878504672,0.9296460215704844
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.1__absolute__thr0.01__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.1,absolute,0.01,dd_speed_phase_vol_target,DD speed/phase + vol target,0.1644742717138008,0.11706451874679935,-0.04740975296700145,0.16541642384453137,0.12590463437718513,-0.03951178946734624,0.9943043616296767,0.9297872101839988,-0.06451715144567793,-0.0427502320567008,-0.03813631171343936,0.004613920343261441,-0.3224242786117043,-0.20106782775681442,0.12135645085488989,0.8446253767494072,0.9004308588732475
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.1__absolute__thr0.02__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.1,absolute,0.02,dd_speed_phase_control,DD speed/phase,0.1644742717138008,0.12458147142654918,-0.03989280028725162,0.16541642384453137,0.13158975475843793,-0.03382666908609344,0.9943043616296767,0.9467414211330206,-0.0475629404966561,-0.0427502320567008,-0.03690980680158882,0.005840425255111983,-0.3224242786117043,-0.21811769789724356,0.10430658071446075,0.8869158878504672,0.9296460215704844
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.1__absolute__thr0.02__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.1,absolute,0.02,dd_speed_phase_vol_target,DD speed/phase + vol target,0.1644742717138008,0.11706451874679935,-0.04740975296700145,0.16541642384453137,0.12590463437718513,-0.03951178946734624,0.9943043616296767,0.9297872101839988,-0.06451715144567793,-0.0427502320567008,-0.03813631171343936,0.004613920343261441,-0.3224242786117043,-0.20106782775681442,0.12135645085488989,0.8446253767494072,0.9004308588732475
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.1__absolute__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.1,absolute,0.0,dd_speed_phase_control,DD speed/phase,0.1644742717138008,0.12458147142654918,-0.03989280028725162,0.16541642384453137,0.13158975475843793,-0.03382666908609344,0.9943043616296767,0.9467414211330206,-0.0475629404966561,-0.0427502320567008,-0.03690980680158882,0.005840425255111983,-0.3224242786117043,-0.21811769789724356,0.10430658071446075,0.8869158878504672,0.9296460215704844
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.1__absolute__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.1,absolute,0.0,dd_speed_phase_vol_target,DD speed/phase + vol target,0.1644742717138008,0.11706451874679935,-0.04740975296700145,0.16541642384453137,0.12590463437718513,-0.03951178946734624,0.9943043616296767,0.9297872101839988,-0.06451715144567793,-0.0427502320567008,-0.03813631171343936,0.004613920343261441,-0.3224242786117043,-0.20106782775681442,0.12135645085488989,0.8446253767494072,0.9004308588732475
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.1__none__thrna__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.1,none,,dd_speed_phase_control,DD speed/phase,0.1644742717138008,0.12458147142654918,-0.03989280028725162,0.16541642384453137,0.13158975475843793,-0.03382666908609344,0.9943043616296767,0.9467414211330206,-0.0475629404966561,-0.0427502320567008,-0.03690980680158882,0.005840425255111983,-0.3224242786117043,-0.21811769789724356,0.10430658071446075,0.8869158878504672,0.9296460215704844
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.1__none__thrna__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.1,none,,dd_speed_phase_vol_target,DD speed/phase + vol target,0.1644742717138008,0.11706451874679935,-0.04740975296700145,0.16541642384453137,0.12590463437718513,-0.03951178946734624,0.9943043616296767,0.9297872101839988,-0.06451715144567793,-0.0427502320567008,-0.03813631171343936,0.004613920343261441,-0.3224242786117043,-0.20106782775681442,0.12135645085488989,0.8446253767494072,0.9004308588732475
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.1__sign__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.1,sign,0.0,dd_speed_phase_control,DD speed/phase,0.1644742717138008,0.12458147142654918,-0.03989280028725162,0.16541642384453137,0.13158975475843793,-0.03382666908609344,0.9943043616296767,0.9467414211330206,-0.0475629404966561,-0.0427502320567008,-0.03690980680158882,0.005840425255111983,-0.3224242786117043,-0.21811769789724356,0.10430658071446075,0.8869158878504672,0.9296460215704844
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.1__sign__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.1,sign,0.0,dd_speed_phase_vol_target,DD speed/phase + vol target,0.1644742717138008,0.11706451874679935,-0.04740975296700145,0.16541642384453137,0.12590463437718513,-0.03951178946734624,0.9943043616296767,0.9297872101839988,-0.06451715144567793,-0.0427502320567008,-0.03813631171343936,0.004613920343261441,-0.3224242786117043,-0.20106782775681442,0.12135645085488989,0.8446253767494072,0.9004308588732475
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.2__absolute__thr0.005__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.2,absolute,0.005,dd_speed_phase_control,DD speed/phase,0.14122382584467896,0.09492902191902663,-0.04629480392565233,0.1616750909530445,0.13588443354214652,-0.025790657410897977,0.8735039208092654,0.6986011527919644,-0.17490276801730098,-0.03754202179532935,-0.04435899292932266,-0.0068169711339933076,-0.3224465153267786,-0.2830342116765385,0.039412303650240066,0.8929906542056073,0.8037216744487153
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.2__absolute__thr0.005__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.2,absolute,0.005,dd_speed_phase_vol_target,DD speed/phase + vol target,0.14122382584467896,0.104440095990463,-0.03678372985421596,0.1616750909530445,0.11709151570739128,-0.04458357524565322,0.8735039208092654,0.8919527205665024,0.01844879975723701,-0.03754202179532935,-0.03617276287649229,0.0013692589188370602,-0.3224465153267786,-0.1820148658483286,0.14043164947845,0.8287856048953361,0.7566593893307518
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.2__absolute__thr0.01__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.2,absolute,0.01,dd_speed_phase_control,DD speed/phase,0.14092881960097015,0.09410678174209663,-0.04682203785887351,0.1619244289011022,0.13609210507708025,-0.025832323824021952,0.8703369871821166,0.6914933212973388,-0.17884366588477785,-0.037645018480797716,-0.04477086047861308,-0.007125841997815366,-0.3224465153267786,-0.28303421167653864,0.039412303650239955,0.8920560747663551,0.8044246905382896
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.2__absolute__thr0.01__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.2,absolute,0.01,dd_speed_phase_vol_target,DD speed/phase + vol target,0.14092881960097015,0.10357530403154303,-0.03735351556942712,0.1619244289011022,0.11730199488357378,-0.044622434017528426,0.8703369871821166,0.8829799027232661,0.012642915541149491,-0.037645018480797716,-0.03632059466811335,0.0013244238126843694,-0.3224465153267786,-0.18196198627540128,0.14048452905137732,0.827820119358324,0.7573639437321406
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.2__absolute__thr0.02__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.2,absolute,0.02,dd_speed_phase_control,DD speed/phase,0.1398313322939233,0.09340463038663205,-0.04642670190729126,0.16221140601495623,0.13647076054476123,-0.025740645470195,0.8620314423575772,0.684429617111983,-0.1776018252455942,-0.03863911631373637,-0.045934601870054964,-0.007295485556318593,-0.3242643919714029,-0.2846842991134546,0.03958009285794828,0.8920560747663551,0.8165437613549229
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.2__absolute__thr0.02__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.2,absolute,0.02,dd_speed_phase_vol_target,DD speed/phase + vol target,0.1398313322939233,0.10058907691711161,-0.0392422553768117,0.16221140601495623,0.11613222098564126,-0.046079185029314976,0.8620314423575772,0.8661599344556459,0.004128492098068648,-0.03863911631373637,-0.03610226979685664,0.002536846516879729,-0.3242643919714029,-0.17903658515073817,0.14522780682066472,0.8235475652397473,0.7768704274699331
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.2__absolute__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.2,absolute,0.0,dd_speed_phase_control,DD speed/phase,0.141433802016246,0.09512351051576484,-0.04631029150048116,0.16151647213250145,0.13569229666446553,-0.02582417546803592,0.8756617832775566,0.7010236605470865,-0.17463812273047008,-0.03746302735204656,-0.04411817927769574,-0.00665515192564918,-0.3224465153267786,-0.28303421167653864,0.039412303650239955,0.8929906542056073,0.803305153783713
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.2__absolute__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.2,absolute,0.0,dd_speed_phase_vol_target,DD speed/phase + vol target,0.141433802016246,0.10463469403529402,-0.036799107980951984,0.16151647213250145,0.11686878605430671,-0.044647686078194734,0.8756617832775566,0.8953177111523367,0.0196559278747801,-0.03746302735204656,-0.03610160981003496,0.001361417542011599,-0.3224465153267786,-0.1820190804761822,0.1404274348505964,0.8287973878441476,0.7562889625791661
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.2__none__thrna__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.2,none,,dd_speed_phase_control,DD speed/phase,0.1415002112174648,0.09521271018913202,-0.04628750102833279,0.1613663652873953,0.13553539660598887,-0.02583096868140644,0.8768878877915565,0.7024933159410911,-0.17439457185046536,-0.03741832494562283,-0.044021076963829384,-0.006602752018206551,-0.3224465153267786,-0.28303421167653864,0.039412303650239955,0.8929906542056073,0.8030895067429126
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.2__none__thrna__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.2,none,,dd_speed_phase_vol_target,DD speed/phase + vol target,0.1415002112174648,0.10472466841074257,-0.03677554280672224,0.1613663652873953,0.11668631314882795,-0.044680052138567364,0.8768878877915565,0.8974888792413138,0.020600991449757355,-0.03741832494562283,-0.03605292978212746,0.0013653951634953754,-0.3224465153267786,-0.1820190804761822,0.1404274348505964,0.8287973878441476,0.7560733155383657
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.2__sign__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.2,sign,0.0,dd_speed_phase_control,DD speed/phase,0.141433802016246,0.09512351051576484,-0.04631029150048116,0.16151647213250145,0.13569229666446553,-0.02582417546803592,0.8756617832775566,0.7010236605470865,-0.17463812273047008,-0.03746302735204656,-0.04411817927769574,-0.00665515192564918,-0.3224465153267786,-0.28303421167653864,0.039412303650239955,0.8929906542056073,0.803305153783713
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__q0.2__sign__thr0__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,0.2,sign,0.0,dd_speed_phase_vol_target,DD speed/phase + vol target,0.141433802016246,0.10463469403529402,-0.036799107980951984,0.16151647213250145,0.11686878605430671,-0.044647686078194734,0.8756617832775566,0.8953177111523367,0.0196559278747801,-0.03746302735204656,-0.03610160981003496,0.001361417542011599,-0.3224465153267786,-0.1820190804761822,0.1404274348505964,0.8287973878441476,0.7562889625791661
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__qna__zscore__thrna__z0.25__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,,zscore,,dd_speed_phase_control,DD speed/phase,0.11704681947055984,0.08237548517693094,-0.0346713342936289,0.1361619407203854,0.11342061560522766,-0.022741325115157737,0.8596148002246875,0.7262831782155675,-0.13333162200911997,-0.03243786675083346,-0.03912903220298568,-0.006691165452152217,-0.2859209921649557,-0.2508486038069887,0.035072388357967,0.8981308411214953,0.6776271307097257
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__qna__zscore__thrna__z0.25__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,,zscore,,dd_speed_phase_vol_target,DD speed/phase + vol target,0.11704681947055984,0.08554383308294033,-0.0315029863876195,0.1361619407203854,0.09391021739396571,-0.04225172332641969,0.8596148002246875,0.91091081946997,0.05129601924528249,-0.03243786675083346,-0.037178255929229666,-0.004740389178396205,-0.2859209921649557,-0.17240210759909236,0.11351888456586334,0.8258406881755309,0.6422487430842665
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__qna__zscore__thrna__z0.5__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,,zscore,,dd_speed_phase_control,DD speed/phase,0.12494384519305668,0.07845757161367928,-0.0464862735793774,0.15662856423021382,0.13004661297246406,-0.02658195125774976,0.7977079136690118,0.6033034603545715,-0.19440445331444034,-0.038545382341848275,-0.048908126480997606,-0.010362744139149331,-0.32680015619071967,-0.28704819609216703,0.03975196009855264,0.8794392523364486,0.8113073703750224
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__qna__zscore__thrna__z0.5__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,,zscore,,dd_speed_phase_vol_target,DD speed/phase + vol target,0.12494384519305668,0.0892249221113739,-0.035718923081682785,0.15662856423021382,0.10964085910571436,-0.04698770512449946,0.7977079136690118,0.8137926211007187,0.01608470743170687,-0.038545382341848275,-0.04050195080707412,-0.0019565684652258428,-0.32680015619071967,-0.18714160336619157,0.1396585528245281,0.815525710855507,0.7597251135824534
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__qna__zscore__thrna__z0.75__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,,zscore,,dd_speed_phase_control,DD speed/phase,0.1390298802029406,0.10687855060699714,-0.03215132959594347,0.1614604210259462,0.1264192927267225,-0.035041128299223706,0.8610771563676209,0.8454291137194849,-0.015648042648136018,-0.04013043643137002,-0.0341693811991567,0.005961055232213325,-0.3248055020655597,-0.2172489980871224,0.1075565039784373,0.8845794392523364,0.8872775396711311
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__qna__zscore__thrna__z0.75__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,,zscore,,dd_speed_phase_vol_target,DD speed/phase + vol target,0.1390298802029406,0.10171583619195679,-0.037314044010983816,0.1614604210259462,0.11645623338522659,-0.04500418764071962,0.8610771563676209,0.8734254340468842,0.012348277679263275,-0.04013043643137002,-0.036688552856698205,0.003441883574671817,-0.3248055020655597,-0.18168923196845077,0.14311627009710892,0.8219336334844796,0.844205283956813
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__qna__zscore__thrna__z1__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,,zscore,,dd_speed_phase_control,DD speed/phase,0.13888051429322346,0.09724960343258893,-0.04163091086063453,0.16115795022433826,0.12789239108720094,-0.03326555913713733,0.8617664477606986,0.7604017925216613,-0.10136465523903726,-0.043245771365346505,-0.042978603979963545,0.00026716738538296037,-0.3086253515805125,-0.21368017696868546,0.09494517461182705,0.8733644859813083,1.1708958336170308
temporal_tabular_backtest__small_mlp_branch_classifier__long_short_130_30__qna__zscore__thrna__z1__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_classifier,long_short_130_30,,zscore,,dd_speed_phase_vol_target,DD speed/phase + vol target,0.13888051429322346,0.08665552769510643,-0.05222498659811703,0.16115795022433826,0.12168979029622533,-0.039468159928112936,0.8617664477606986,0.7121018738232995,-0.14966457393739907,-0.043245771365346505,-0.04603252035465228,-0.002786748989305775,-0.3086253515805125,-0.20361703741697024,0.10500831416354228,0.8312037408485001,1.1318645328051797
temporal_tabular_backtest__small_mlp_branch_er_train__gross_normalized_long_short__q0.1__absolute__thr0.005__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_er_train,gross_normalized_long_short,0.1,absolute,0.005,dd_speed_phase_control,DD speed/phase,0.14761982496720005,0.1476415500790449,2.1725111844839162e-05,0.16801220146207047,0.14122212859934435,-0.02679007286272611,0.8786256217262048,1.0454562011164186,0.16683057939021373,-0.08613660508682805,-0.06386276418283564,0.022273840903992412,-0.4530757232858047,-0.31080500033837954,0.14227072294742515,0.8827102803738317,0.6900609965776716
temporal_tabular_backtest__small_mlp_branch_er_train__gross_normalized_long_short__q0.1__absolute__thr0.005__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_er_train,gross_normalized_long_short,0.1,absolute,0.005,dd_speed_phase_vol_target,DD speed/phase + vol target,0.14761982496720005,0.14248040595052425,-0.005139419016675806,0.16801220146207047,0.13528736473777095,-0.032724836724299516,0.8786256217262048,1.0531686105845557,0.17454298885835084,-0.08613660508682805,-0.06529343717166758,0.02084316791516047,-0.4530757232858047,-0.2816282232314862,0.17144750005431852,0.8418926045947511,0.6751003711793508
temporal_tabular_backtest__small_mlp_branch_er_train__gross_normalized_long_short__q0.2__absolute__thr0.005__zna__cost25,test,TTT,temporal_tabular_backtest__small_mlp_branch_er_train,gross_normalized_long_short,0.2,absolute,0.005,dd_speed_phase_control,DD speed/phase,0.15138707203353086,0.15146705134865224,7.997931512138123e-05,0.16386094325914471,0.13815668529465003,-0.025704257964494687,0.9238752629057766,1.0963425405409437,0.17246727763516712,-0.08321485691724473,-0.06135240952142986,0.021862447395814867,-0.4405008807120271,-0.30007146978229926,0.14042941092972783,0.8836448598130839,0.6287073280400687
