model,split,MthCalDt,spread_t,num_top,num_bottom
mlp_classifier,test,2015-12-31,0.08081097,1435,1435
mlp_classifier,test,2016-01-29,0.0063459794,1430,1429
mlp_classifier,test,2016-02-29,-0.03252145,1427,1426
mlp_classifier,test,2016-03-31,-0.08344209,1423,1423
mlp_classifier,test,2016-04-29,0.03284437,1422,1421
mlp_classifier,test,2016-05-31,0.005178783,1423,1423
mlp_classifier,test,2016-06-30,-0.03661954,1424,1423
mlp_classifier,test,2016-07-29,-0.018486306,1424,1423
mlp_classifier,test,2016-08-31,-0.028466877,1417,1416
mlp_classifier,test,2016-09-30,0.06783266,1418,1418
mlp_classifier,test,2016-10-31,0.0064818896,1422,1421
mlp_classifier,test,2016-11-30,0.04700966,1420,1419
mlp_classifier,test,2016-12-30,-0.038437508,1422,1421
mlp_classifier,test,2017-01-31,0.007932919,1426,1425
mlp_classifier,test,2017-02-28,0.0028231407,1422,1421
mlp_classifier,test,2017-03-31,0.04853425,1422,1422
mlp_classifier,test,2017-04-28,0.041655455,1426,1425
mlp_classifier,test,2017-05-31,-0.026369032,1429,1428
mlp_classifier,test,2017-06-30,0.041226275,1430,1429
mlp_classifier,test,2017-07-31,0.021961361,1432,1431
mlp_classifier,test,2017-08-31,-0.041971218,1427,1426
mlp_classifier,test,2017-09-29,0.04488878,1424,1423
mlp_classifier,test,2017-10-31,-0.006768806,1431,1430
mlp_classifier,test,2017-11-30,-0.020508707,1442,1441
mlp_classifier,test,2017-12-29,-0.0019434765,1441,1441
mlp_classifier,test,2018-01-31,-0.0022883378,1449,1448
mlp_classifier,test,2018-02-28,-0.0027370255,1453,1452
mlp_classifier,test,2018-03-29,-0.00768133,1443,1442
mlp_classifier,test,2018-04-30,-0.041145228,1452,1451
mlp_classifier,test,2018-05-31,0.006405676,1454,1454
mlp_classifier,test,2018-06-29,0.052118316,1465,1464
mlp_classifier,test,2018-07-31,-0.00085716695,1471,1471
mlp_classifier,test,2018-08-31,0.0040375763,1469,1468
mlp_classifier,test,2018-09-28,0.033915736,1475,1474
mlp_classifier,test,2018-10-31,0.041235965,1483,1482
mlp_classifier,test,2018-11-30,0.082157,1483,1482
mlp_classifier,test,2018-12-31,-0.11071156,1482,1481
mlp_classifier,test,2019-01-31,-0.017980948,1482,1481
mlp_classifier,test,2019-02-28,-0.004316448,1478,1478
mlp_classifier,test,2019-03-29,0.03274475,1478,1478
mlp_classifier,test,2019-04-30,0.021682233,1480,1479
mlp_classifier,test,2019-05-31,0.04571392,1492,1491
mlp_classifier,test,2019-06-28,0.053062,1495,1494
mlp_classifier,test,2019-07-31,0.0363903,1499,1498
mlp_classifier,test,2019-08-30,0.009826144,1498,1497
mlp_classifier,test,2019-09-30,0.031844407,1500,1500
mlp_classifier,test,2019-10-31,-0.0008947849,1501,1500
mlp_classifier,test,2019-11-29,-0.03083817,1501,1500
mlp_classifier,test,2019-12-31,-0.040300086,1500,1500
mlp_classifier,test,2020-01-31,-0.045315795,1502,1501
mlp_classifier,test,2020-02-28,0.034332022,1502,1501
mlp_classifier,test,2020-03-31,-0.09920412,1495,1495
mlp_classifier,test,2020-04-30,-0.0017781407,1496,1496
mlp_classifier,test,2020-05-29,-0.09847473,1495,1494
mlp_classifier,test,2020-06-30,0.022605421,1504,1503
mlp_classifier,test,2020-07-31,0.02169332,1510,1509
mlp_classifier,test,2020-08-31,0.010192215,1515,1514
mlp_classifier,test,2020-09-30,0.0028065222,1526,1525
mlp_classifier,test,2020-10-30,-0.14361754,1541,1540
mlp_classifier,test,2020-11-30,-0.041578002,1555,1554
mlp_classifier,test,2020-12-31,-0.22524117,1575,1575
mlp_classifier,test,2021-01-29,-0.04127951,1593,1592
mlp_classifier,test,2021-02-26,0.061543252,1611,1611
mlp_classifier,test,2021-03-31,0.05960848,1643,1642
mlp_classifier,test,2021-04-30,0.029331043,1672,1672
mlp_classifier,test,2021-05-28,-0.06902129,1696,1695
mlp_classifier,test,2021-06-30,0.11837912,1718,1717
mlp_classifier,test,2021-07-30,-0.0036484804,1745,1744
mlp_classifier,test,2021-08-31,0.020667465,1756,1755
mlp_classifier,test,2021-09-30,0.059989817,1775,1774
mlp_classifier,test,2021-10-29,0.09431468,1794,1793
mlp_classifier,test,2021-11-30,0.15053523,1814,1813
mlp_classifier,test,2021-12-31,0.08534984,1838,1837
mlp_classifier,test,2022-01-31,0.01997158,1855,1854
mlp_classifier,test,2022-02-28,-0.00043851696,1870,1869
mlp_classifier,test,2022-03-31,0.12786187,1877,1876
mlp_classifier,test,2022-04-29,0.089363046,1885,1884
mlp_classifier,test,2022-05-31,-0.012236945,1887,1886
mlp_classifier,test,2022-06-30,-0.026347376,1892,1891
mlp_classifier,test,2022-07-29,-0.028758194,1892,1891
mlp_classifier,test,2022-08-31,0.10757199,1894,1893
mlp_classifier,test,2022-09-30,0.08359348,1899,1899
mlp_classifier,test,2022-10-31,0.06950314,1897,1896
mlp_classifier,test,2022-11-30,0.055583198,1893,1893
mlp_classifier,test,2022-12-30,-0.19109082,1881,1880
mlp_classifier,test,2023-01-31,0.05107502,1876,1875
mlp_classifier,test,2023-02-28,0.07013798,1871,1870
mlp_classifier,test,2023-03-31,0.019736249,1865,1864
mlp_classifier,test,2023-04-28,-0.034912813,1860,1859
mlp_classifier,test,2023-05-31,0.039756343,1861,1860
mlp_classifier,test,2023-06-30,-0.009540785,1859,1858
mlp_classifier,test,2023-07-31,0.087901436,1853,1853
mlp_classifier,test,2023-08-31,0.06563281,1856,1855
mlp_classifier,test,2023-09-29,0.088611394,1864,1863
mlp_classifier,test,2023-10-31,0.0074596778,1867,1866
mlp_classifier,test,2023-11-30,-0.06957616,1866,1865
mlp_classifier,test,2023-12-29,0.04017447,1862,1861
mlp_classifier,test,2024-01-31,-0.034505744,1874,1873
mlp_classifier,test,2024-02-29,0.03205716,1866,1865
mlp_classifier,test,2024-03-28,0.045887236,1867,1866
mlp_classifier,test,2024-04-30,-0.0036795698,1869,1868
mlp_classifier,test,2024-05-31,0.055786364,1875,1874
mlp_classifier,test,2024-06-28,0.020079877,1881,1880
mlp_classifier,test,2024-07-31,0.075251974,1888,1887
mlp_classifier,test,2024-08-30,0.010001797,1888,1887
mlp_classifier,test,2024-09-30,-0.027016751,1909,1908
mlp_classifier,test,2024-10-31,-0.027767487,1917,1916
mlp_classifier,validation,2010-12-31,-0.017053505,1302,1301
mlp_classifier,validation,2011-01-31,0.011489965,1307,1306
mlp_classifier,validation,2011-02-28,0.02714135,1307,1306
mlp_classifier,validation,2011-03-31,0.026750343,1309,1308
mlp_classifier,validation,2011-04-29,0.018434111,1313,1312
mlp_classifier,validation,2011-05-31,0.035033297,1319,1318
mlp_classifier,validation,2011-06-30,-0.019602496,1323,1322
mlp_classifier,validation,2011-07-29,0.041007593,1325,1324
mlp_classifier,validation,2011-08-31,0.026739836,1325,1324
mlp_classifier,validation,2011-09-30,0.06997741,1326,1325
mlp_classifier,validation,2011-10-31,-0.004309606,1323,1322
mlp_classifier,validation,2011-11-30,0.03501833,1322,1322
mlp_classifier,validation,2011-12-30,-0.036509104,1321,1320
mlp_classifier,validation,2012-01-31,-0.007381849,1325,1325
mlp_classifier,validation,2012-02-29,0.009119445,1331,1330
mlp_classifier,validation,2012-03-30,-0.014628768,1333,1332
mlp_classifier,validation,2012-04-30,-0.056889158,1337,1336
mlp_classifier,validation,2012-05-31,0.016198128,1338,1337
mlp_classifier,validation,2012-06-29,0.01043102,1334,1333
mlp_classifier,validation,2012-07-31,0.02026002,1334,1333
mlp_classifier,validation,2012-08-31,-0.00013674423,1328,1327
mlp_classifier,validation,2012-09-28,0.016504765,1322,1322
mlp_classifier,validation,2012-10-31,0.022086296,1319,1318
mlp_classifier,validation,2012-11-30,0.004489431,1318,1317
mlp_classifier,validation,2012-12-31,-0.0020893812,1317,1316
mlp_classifier,validation,2013-01-31,0.017260402,1315,1314
mlp_classifier,validation,2013-02-28,0.007544242,1315,1314
mlp_classifier,validation,2013-03-28,0.021583661,1311,1310
mlp_classifier,validation,2013-04-30,-0.02412492,1313,1312
mlp_classifier,validation,2013-05-31,0.005838936,1317,1316
mlp_classifier,validation,2013-06-28,-0.024094336,1321,1320
mlp_classifier,validation,2013-07-31,-0.024982037,1326,1325
mlp_classifier,validation,2013-08-30,-0.005855765,1329,1329
mlp_classifier,validation,2013-09-30,0.038296007,1332,1331
mlp_classifier,validation,2013-10-31,-0.0015010741,1338,1337
mlp_classifier,validation,2013-11-29,-0.019075412,1343,1342
mlp_classifier,validation,2013-12-31,-0.096955165,1344,1343
mlp_classifier,validation,2014-01-31,-0.004149586,1350,1349
mlp_classifier,validation,2014-02-28,0.03318982,1354,1353
mlp_classifier,validation,2014-03-31,0.07080401,1359,1358
mlp_classifier,validation,2014-04-30,0.042998232,1363,1363
mlp_classifier,validation,2014-05-30,-0.031273957,1370,1369
mlp_classifier,validation,2014-06-30,0.02101934,1378,1377
mlp_classifier,validation,2014-07-31,0.01479833,1385,1384
mlp_classifier,validation,2014-08-29,0.007504467,1390,1389
mlp_classifier,validation,2014-09-30,0.061303265,1391,1390
mlp_classifier,validation,2014-10-31,0.02427831,1396,1395
mlp_classifier,validation,2014-11-28,0.015681611,1401,1400
mlp_classifier,validation,2014-12-31,0.008523512,1399,1398
mlp_classifier,validation,2015-01-30,-0.045458354,1397,1396
mlp_classifier,validation,2015-02-27,0.030522205,1399,1399
mlp_classifier,validation,2015-03-31,-0.042405628,1400,1400
mlp_classifier,validation,2015-04-30,0.004459352,1406,1405
mlp_classifier,validation,2015-05-29,0.0168811,1410,1409
mlp_classifier,validation,2015-06-30,0.08448323,1417,1417
mlp_classifier,validation,2015-07-31,-0.00081556663,1428,1428
mlp_classifier,validation,2015-08-31,0.06868333,1430,1429
mlp_classifier,validation,2015-09-30,0.0069121085,1430,1429
mlp_classifier,validation,2015-10-30,-0.021093043,1431,1430
mlp_classifier,validation,2015-11-30,0.051206455,1436,1435
mlp_er_train,test,2015-12-31,0.054632448,1435,1435
mlp_er_train,test,2016-01-29,0.008200738,1430,1429
mlp_er_train,test,2016-02-29,0.019982032,1427,1426
mlp_er_train,test,2016-03-31,-0.007892832,1423,1423
mlp_er_train,test,2016-04-29,0.012457499,1422,1421
mlp_er_train,test,2016-05-31,0.005186199,1423,1423
mlp_er_train,test,2016-06-30,-0.005335152,1424,1423
mlp_er_train,test,2016-07-29,0.0071065314,1424,1423
mlp_er_train,test,2016-08-31,-0.0005690437,1417,1416
mlp_er_train,test,2016-09-30,0.017893728,1418,1418
mlp_er_train,test,2016-10-31,0.06594564,1422,1421
mlp_er_train,test,2016-11-30,0.041238338,1420,1419
mlp_er_train,test,2016-12-30,-0.038521416,1422,1421
mlp_er_train,test,2017-01-31,0.0063240705,1426,1425
mlp_er_train,test,2017-02-28,0.0028277158,1422,1421
mlp_er_train,test,2017-03-31,0.032612883,1422,1422
mlp_er_train,test,2017-04-28,0.016771581,1426,1425
mlp_er_train,test,2017-05-31,-0.0074795466,1429,1428
mlp_er_train,test,2017-06-30,0.0194127,1430,1429
mlp_er_train,test,2017-07-31,0.023632232,1432,1431
mlp_er_train,test,2017-08-31,-0.033680476,1427,1426
mlp_er_train,test,2017-09-29,0.03759332,1424,1423
mlp_er_train,test,2017-10-31,-0.007938251,1431,1430
mlp_er_train,test,2017-11-30,-0.017751869,1442,1441
mlp_er_train,test,2017-12-29,0.006879555,1441,1441
mlp_er_train,test,2018-01-31,-0.013535738,1449,1448
mlp_er_train,test,2018-02-28,-0.0022943222,1453,1452
mlp_er_train,test,2018-03-29,0.0001476095,1443,1442
mlp_er_train,test,2018-04-30,-0.031877346,1452,1451
mlp_er_train,test,2018-05-31,0.0021829486,1454,1454
mlp_er_train,test,2018-06-29,0.048061486,1465,1464
mlp_er_train,test,2018-07-31,0.017899327,1471,1471
mlp_er_train,test,2018-08-31,-0.004163826,1469,1468
mlp_er_train,test,2018-09-28,-0.012517072,1475,1474
mlp_er_train,test,2018-10-31,0.015539954,1483,1482
mlp_er_train,test,2018-11-30,0.028400265,1483,1482
mlp_er_train,test,2018-12-31,-0.039711326,1482,1481
mlp_er_train,test,2019-01-31,0.018637408,1482,1481
mlp_er_train,test,2019-02-28,-0.0060599577,1478,1478
mlp_er_train,test,2019-03-29,0.02296229,1478,1478
mlp_er_train,test,2019-04-30,-0.050123423,1480,1479
mlp_er_train,test,2019-05-31,0.056704976,1492,1491
mlp_er_train,test,2019-06-28,0.037370227,1495,1494
mlp_er_train,test,2019-07-31,-0.020203205,1499,1498
mlp_er_train,test,2019-08-30,0.014341822,1498,1497
mlp_er_train,test,2019-09-30,0.012769558,1500,1500
mlp_er_train,test,2019-10-31,0.020269388,1501,1500
mlp_er_train,test,2019-11-29,0.022614352,1501,1500
mlp_er_train,test,2019-12-31,-0.0485316,1500,1500
mlp_er_train,test,2020-01-31,-0.059404716,1502,1501
mlp_er_train,test,2020-02-28,-0.029347539,1502,1501
mlp_er_train,test,2020-03-31,0.09959018,1495,1495
mlp_er_train,test,2020-04-30,0.030337457,1496,1496
mlp_er_train,test,2020-05-29,-0.07650228,1495,1494
mlp_er_train,test,2020-06-30,0.05768418,1504,1503
mlp_er_train,test,2020-07-31,0.046361536,1510,1509
mlp_er_train,test,2020-08-31,0.0031367205,1515,1514
mlp_er_train,test,2020-09-30,0.0019709668,1526,1525
mlp_er_train,test,2020-10-30,-0.074306205,1541,1540
mlp_er_train,test,2020-11-30,-0.0399352,1555,1554
mlp_er_train,test,2020-12-31,-0.22048064,1575,1575
mlp_er_train,test,2021-01-29,-0.03874445,1593,1592
mlp_er_train,test,2021-02-26,0.060353152,1611,1611
mlp_er_train,test,2021-03-31,0.06099761,1643,1642
mlp_er_train,test,2021-04-30,0.03127453,1672,1672
mlp_er_train,test,2021-05-28,-0.069710456,1696,1695
mlp_er_train,test,2021-06-30,0.117566,1718,1717
mlp_er_train,test,2021-07-30,-0.0022371933,1745,1744
mlp_er_train,test,2021-08-31,0.015479732,1756,1755
mlp_er_train,test,2021-09-30,0.060304977,1775,1774
mlp_er_train,test,2021-10-29,0.092733465,1794,1793
mlp_er_train,test,2021-11-30,0.14749295,1814,1813
mlp_er_train,test,2021-12-31,0.043909036,1838,1837
mlp_er_train,test,2022-01-31,0.017144443,1855,1854
mlp_er_train,test,2022-02-28,-0.0024981555,1870,1869
mlp_er_train,test,2022-03-31,0.076618955,1877,1876
mlp_er_train,test,2022-04-29,0.07226017,1885,1884
mlp_er_train,test,2022-05-31,-0.04879001,1887,1886
mlp_er_train,test,2022-06-30,-0.010133218,1892,1891
mlp_er_train,test,2022-07-29,-0.033307202,1892,1891
mlp_er_train,test,2022-08-31,0.09121195,1894,1893
mlp_er_train,test,2022-09-30,0.08157366,1899,1899
mlp_er_train,test,2022-10-31,0.06329887,1897,1896
mlp_er_train,test,2022-11-30,0.035965208,1893,1893
mlp_er_train,test,2022-12-30,-0.07570282,1881,1880
mlp_er_train,test,2023-01-31,0.017452035,1876,1875
mlp_er_train,test,2023-02-28,0.06724197,1871,1870
mlp_er_train,test,2023-03-31,0.01457366,1865,1864
mlp_er_train,test,2023-04-28,-0.02703057,1860,1859
mlp_er_train,test,2023-05-31,0.041076347,1861,1860
mlp_er_train,test,2023-06-30,-0.002704557,1859,1858
mlp_er_train,test,2023-07-31,0.082372054,1853,1853
mlp_er_train,test,2023-08-31,0.0633738,1856,1855
mlp_er_train,test,2023-09-29,0.060980972,1864,1863
mlp_er_train,test,2023-10-31,0.02112367,1867,1866
mlp_er_train,test,2023-11-30,-0.031771056,1866,1865
mlp_er_train,test,2023-12-29,0.038467865,1862,1861
mlp_er_train,test,2024-01-31,-0.02814075,1874,1873
mlp_er_train,test,2024-02-29,0.033110816,1866,1865
mlp_er_train,test,2024-03-28,0.03501061,1867,1866
mlp_er_train,test,2024-04-30,0.031400435,1869,1868
mlp_er_train,test,2024-05-31,0.013408953,1875,1874
mlp_er_train,test,2024-06-28,0.027730674,1881,1880
mlp_er_train,test,2024-07-31,0.01891757,1888,1887
mlp_er_train,test,2024-08-30,0.008109368,1888,1887
mlp_er_train,test,2024-09-30,-0.030022606,1909,1908
mlp_er_train,test,2024-10-31,-0.014777064,1917,1916
mlp_er_train,validation,2010-12-31,-0.0018023215,1302,1301
mlp_er_train,validation,2011-01-31,0.016249651,1307,1306
mlp_er_train,validation,2011-02-28,0.01678202,1307,1306
mlp_er_train,validation,2011-03-31,0.022270415,1309,1308
mlp_er_train,validation,2011-04-29,-0.017167546,1313,1312
mlp_er_train,validation,2011-05-31,0.0019055698,1319,1318
mlp_er_train,validation,2011-06-30,-0.014379585,1323,1322
mlp_er_train,validation,2011-07-29,-0.033676505,1325,1324
mlp_er_train,validation,2011-08-31,-0.03372161,1325,1324
mlp_er_train,validation,2011-09-30,0.13030417,1326,1325
mlp_er_train,validation,2011-10-31,-0.041767847,1323,1322
mlp_er_train,validation,2011-11-30,0.032294165,1322,1322
mlp_er_train,validation,2011-12-30,0.051634584,1321,1320
mlp_er_train,validation,2012-01-31,0.019022893,1325,1325
mlp_er_train,validation,2012-02-29,0.019424066,1331,1330
mlp_er_train,validation,2012-03-30,-0.027836794,1333,1332
mlp_er_train,validation,2012-04-30,-0.09895094,1337,1336
mlp_er_train,validation,2012-05-31,0.012973066,1338,1337
mlp_er_train,validation,2012-06-29,-0.022222249,1334,1333
mlp_er_train,validation,2012-07-31,0.028254833,1334,1333
mlp_er_train,validation,2012-08-31,0.024998618,1328,1327
mlp_er_train,validation,2012-09-28,-0.016344279,1322,1322
mlp_er_train,validation,2012-10-31,0.009354776,1319,1318
mlp_er_train,validation,2012-11-30,0.014256693,1318,1317
mlp_er_train,validation,2012-12-31,0.03879883,1317,1316
mlp_er_train,validation,2013-01-31,0.013229683,1315,1314
mlp_er_train,validation,2013-02-28,0.032696996,1315,1314
mlp_er_train,validation,2013-03-28,0.002505485,1311,1310
mlp_er_train,validation,2013-04-30,0.03789788,1313,1312
mlp_er_train,validation,2013-05-31,0.016197203,1317,1316
mlp_er_train,validation,2013-06-28,0.010338526,1321,1320
mlp_er_train,validation,2013-07-31,-0.01984016,1326,1325
mlp_er_train,validation,2013-08-30,0.009767633,1329,1329
mlp_er_train,validation,2013-09-30,0.037939407,1332,1331
mlp_er_train,validation,2013-10-31,0.013404302,1338,1337
mlp_er_train,validation,2013-11-29,0.001927428,1343,1342
mlp_er_train,validation,2013-12-31,-0.094500735,1344,1343
mlp_er_train,validation,2014-01-31,0.025730843,1350,1349
mlp_er_train,validation,2014-02-28,0.022248218,1354,1353
mlp_er_train,validation,2014-03-31,0.023381172,1359,1358
mlp_er_train,validation,2014-04-30,0.036909178,1363,1363
mlp_er_train,validation,2014-05-30,-0.004346393,1370,1369
mlp_er_train,validation,2014-06-30,-0.0035489947,1378,1377
mlp_er_train,validation,2014-07-31,0.024602076,1385,1384
mlp_er_train,validation,2014-08-29,-0.023130354,1390,1389
mlp_er_train,validation,2014-09-30,0.043761104,1391,1390
mlp_er_train,validation,2014-10-31,0.011149372,1396,1395
mlp_er_train,validation,2014-11-28,0.01459364,1401,1400
mlp_er_train,validation,2014-12-31,-0.018034015,1399,1398
mlp_er_train,validation,2015-01-30,-0.01629018,1397,1396
mlp_er_train,validation,2015-02-27,0.019444719,1399,1399
mlp_er_train,validation,2015-03-31,-0.041226402,1400,1400
mlp_er_train,validation,2015-04-30,0.006723918,1406,1405
mlp_er_train,validation,2015-05-29,0.017546289,1410,1409
mlp_er_train,validation,2015-06-30,0.078501575,1417,1417
mlp_er_train,validation,2015-07-31,-0.00451041,1428,1428
mlp_er_train,validation,2015-08-31,0.053760752,1430,1429
mlp_er_train,validation,2015-09-30,0.014241394,1430,1429
mlp_er_train,validation,2015-10-30,-0.022864645,1431,1430
mlp_er_train,validation,2015-11-30,0.01720918,1436,1435
xgb_classifier,test,2015-12-31,0.12001209,1435,1435
xgb_classifier,test,2016-01-29,-0.00060538546,1430,1429
xgb_classifier,test,2016-02-29,-0.07128939,1427,1426
xgb_classifier,test,2016-03-31,-0.08422022,1423,1423
xgb_classifier,test,2016-04-29,0.026546428,1422,1421
xgb_classifier,test,2016-05-31,0.0202718,1423,1423
xgb_classifier,test,2016-06-30,-0.034074288,1424,1423
xgb_classifier,test,2016-07-29,-0.022132417,1424,1423
xgb_classifier,test,2016-08-31,-0.02350216,1417,1416
xgb_classifier,test,2016-09-30,0.070312224,1418,1418
xgb_classifier,test,2016-10-31,0.0015407987,1422,1421
xgb_classifier,test,2016-11-30,0.034198042,1420,1419
xgb_classifier,test,2016-12-30,-0.032405633,1422,1421
xgb_classifier,test,2017-01-31,-0.0019281274,1426,1425
xgb_classifier,test,2017-02-28,-0.0027363098,1422,1421
xgb_classifier,test,2017-03-31,0.0428241,1422,1422
xgb_classifier,test,2017-04-28,0.0417706,1426,1425
xgb_classifier,test,2017-05-31,-0.02589686,1429,1428
xgb_classifier,test,2017-06-30,0.03699951,1430,1429
xgb_classifier,test,2017-07-31,0.01929616,1432,1431
xgb_classifier,test,2017-08-31,-0.043049935,1427,1426
xgb_classifier,test,2017-09-29,0.046888307,1424,1423
xgb_classifier,test,2017-10-31,-0.015070217,1431,1430
xgb_classifier,test,2017-11-30,-0.025731796,1442,1441
xgb_classifier,test,2017-12-29,0.00023117289,1441,1441
xgb_classifier,test,2018-01-31,0.009487182,1449,1448
xgb_classifier,test,2018-02-28,0.010326121,1453,1452
xgb_classifier,test,2018-03-29,-0.00967408,1443,1442
xgb_classifier,test,2018-04-30,-0.033083078,1452,1451
xgb_classifier,test,2018-05-31,-0.0017410096,1454,1454
xgb_classifier,test,2018-06-29,0.04000588,1465,1464
xgb_classifier,test,2018-07-31,-0.012997432,1471,1471
xgb_classifier,test,2018-08-31,-0.0010605082,1469,1468
xgb_classifier,test,2018-09-28,0.04524477,1475,1474
xgb_classifier,test,2018-10-31,0.029744523,1483,1482
xgb_classifier,test,2018-11-30,0.092450574,1483,1482
xgb_classifier,test,2018-12-31,-0.111845255,1482,1481
xgb_classifier,test,2019-01-31,-0.01875709,1482,1481
xgb_classifier,test,2019-02-28,0.0013023966,1478,1478
xgb_classifier,test,2019-03-29,0.027656527,1478,1478
xgb_classifier,test,2019-04-30,0.07339169,1480,1479
xgb_classifier,test,2019-05-31,0.032918714,1492,1491
xgb_classifier,test,2019-06-28,0.0458925,1495,1494
xgb_classifier,test,2019-07-31,-0.0025696307,1499,1498
xgb_classifier,test,2019-08-30,0.019741468,1498,1497
xgb_classifier,test,2019-09-30,0.022778373,1500,1500
xgb_classifier,test,2019-10-31,-0.021894373,1501,1500
xgb_classifier,test,2019-11-29,-0.025106065,1501,1500
xgb_classifier,test,2019-12-31,-0.019878676,1500,1500
xgb_classifier,test,2020-01-31,0.00729556,1502,1501
xgb_classifier,test,2020-02-28,0.08854617,1502,1501
xgb_classifier,test,2020-03-31,-0.070092544,1495,1495
xgb_classifier,test,2020-04-30,-0.045671087,1496,1496
xgb_classifier,test,2020-05-29,-0.088447876,1495,1494
xgb_classifier,test,2020-06-30,0.002392374,1504,1503
xgb_classifier,test,2020-07-31,0.0019044839,1510,1509
xgb_classifier,test,2020-08-31,0.0096663255,1515,1514
xgb_classifier,test,2020-09-30,0.004779876,1526,1525
xgb_classifier,test,2020-10-30,-0.13984263,1541,1540
xgb_classifier,test,2020-11-30,-0.048214395,1555,1554
xgb_classifier,test,2020-12-31,-0.1838742,1575,1575
xgb_classifier,test,2021-01-29,-0.0448942,1593,1592
xgb_classifier,test,2021-02-26,0.069201306,1611,1611
xgb_classifier,test,2021-03-31,0.07047355,1643,1642
xgb_classifier,test,2021-04-30,0.050295748,1672,1672
xgb_classifier,test,2021-05-28,-0.052217185,1696,1695
xgb_classifier,test,2021-06-30,0.106921285,1718,1717
xgb_classifier,test,2021-07-30,-0.0057548303,1745,1744
xgb_classifier,test,2021-08-31,0.03996945,1756,1755
xgb_classifier,test,2021-09-30,0.051557023,1775,1774
xgb_classifier,test,2021-10-29,0.08029116,1794,1793
xgb_classifier,test,2021-11-30,0.12740237,1814,1813
xgb_classifier,test,2021-12-31,0.113947876,1838,1837
xgb_classifier,test,2022-01-31,0.02941939,1855,1854
xgb_classifier,test,2022-02-28,-0.009905,1870,1869
xgb_classifier,test,2022-03-31,0.13551228,1877,1876
xgb_classifier,test,2022-04-29,0.090155214,1885,1884
xgb_classifier,test,2022-05-31,0.020990774,1887,1886
xgb_classifier,test,2022-06-30,-0.012998961,1892,1891
xgb_classifier,test,2022-07-29,-0.035727143,1892,1891
xgb_classifier,test,2022-08-31,0.07791495,1894,1893
xgb_classifier,test,2022-09-30,0.08741081,1899,1899
xgb_classifier,test,2022-10-31,0.03558612,1897,1896
xgb_classifier,test,2022-11-30,0.05366775,1893,1893
xgb_classifier,test,2022-12-30,-0.21124896,1881,1880
xgb_classifier,test,2023-01-31,0.03679936,1876,1875
xgb_classifier,test,2023-02-28,0.07928827,1871,1870
xgb_classifier,test,2023-03-31,0.016465908,1865,1864
xgb_classifier,test,2023-04-28,-0.023049178,1860,1859
xgb_classifier,test,2023-05-31,0.030309761,1861,1860
xgb_classifier,test,2023-06-30,-0.0084786005,1859,1858
xgb_classifier,test,2023-07-31,0.073122464,1853,1853
xgb_classifier,test,2023-08-31,0.062101245,1856,1855
xgb_classifier,test,2023-09-29,0.0859662,1864,1863
xgb_classifier,test,2023-10-31,0.008880869,1867,1866
xgb_classifier,test,2023-11-30,-0.055127405,1866,1865
xgb_classifier,test,2023-12-29,0.036331967,1862,1861
xgb_classifier,test,2024-01-31,-0.028249841,1874,1873
xgb_classifier,test,2024-02-29,0.029904244,1866,1865
xgb_classifier,test,2024-03-28,0.04334459,1867,1866
xgb_classifier,test,2024-04-30,-0.0015271418,1869,1868
xgb_classifier,test,2024-05-31,0.060410228,1875,1874
xgb_classifier,test,2024-06-28,0.0018034466,1881,1880
xgb_classifier,test,2024-07-31,0.082670175,1888,1887
xgb_classifier,test,2024-08-30,0.008484744,1888,1887
xgb_classifier,test,2024-09-30,-0.003824357,1909,1908
xgb_classifier,test,2024-10-31,-0.012540974,1917,1916
xgb_classifier,validation,2010-12-31,-0.0058482885,1302,1301
xgb_classifier,validation,2011-01-31,0.017333006,1307,1306
xgb_classifier,validation,2011-02-28,0.03274416,1307,1306
xgb_classifier,validation,2011-03-31,0.01959194,1309,1308
xgb_classifier,validation,2011-04-29,0.011377569,1313,1312
xgb_classifier,validation,2011-05-31,0.0408296,1319,1318
xgb_classifier,validation,2011-06-30,-0.008513497,1323,1322
xgb_classifier,validation,2011-07-29,0.03809873,1325,1324
xgb_classifier,validation,2011-08-31,0.023017265,1325,1324
xgb_classifier,validation,2011-09-30,0.035109766,1326,1325
xgb_classifier,validation,2011-10-31,0.05368682,1323,1322
xgb_classifier,validation,2011-11-30,0.03872925,1322,1322
xgb_classifier,validation,2011-12-30,-0.06339786,1321,1320
xgb_classifier,validation,2012-01-31,-0.0064928085,1325,1325
xgb_classifier,validation,2012-02-29,0.005386779,1331,1330
xgb_classifier,validation,2012-03-30,0.0056884643,1333,1332
xgb_classifier,validation,2012-04-30,-0.007710874,1337,1336
xgb_classifier,validation,2012-05-31,0.0063666273,1338,1337
xgb_classifier,validation,2012-06-29,0.022421379,1334,1333
xgb_classifier,validation,2012-07-31,0.011909086,1334,1333
xgb_classifier,validation,2012-08-31,-0.019513031,1328,1327
xgb_classifier,validation,2012-09-28,0.027202312,1322,1322
xgb_classifier,validation,2012-10-31,0.017340096,1319,1318
xgb_classifier,validation,2012-11-30,0.015226185,1318,1317
xgb_classifier,validation,2012-12-31,-0.0046655387,1317,1316
xgb_classifier,validation,2013-01-31,0.01646408,1315,1314
xgb_classifier,validation,2013-02-28,0.011347657,1315,1314
