model,split,rows,loss,accuracy,balanced_accuracy,macro_f1,precision_bottom,recall_bottom,precision_top,recall_top,classifier_monthly_rank_ic_mean,classifier_monthly_rank_ic_std,classifier_monthly_rank_ic_months,classifier_monthly_rank_ic_tstat,er_train_monthly_rank_ic_mean,er_train_monthly_rank_ic_std,er_train_monthly_rank_ic_months,er_train_monthly_rank_ic_tstat
temporal_tabular_transformer,train,1834902,0.8682248792484898,0.6097213911151659,0.3885156647774246,0.34877026266771516,0.39923232028763694,0.22384282402425637,0.0,0.0,0.08530859672948812,0.15817077396106968,252,8.561834502915545,0.07877532384551458,0.1240571835868341,252,10.080186103753869
temporal_tabular_transformer,validation,405264,0.8532648973687298,0.615198981404714,0.3776087000158345,0.333503953294334,0.4569538741513264,0.1610345082755729,0.0,0.0,0.09754903405508678,0.10028639835893075,60,7.534536896654375,0.07900757765817527,0.08323489242297147,60,7.352566299703714
temporal_tabular_transformer,test,868926,0.820944245849113,0.6278670450648272,0.4044387850951523,0.3675907135870089,0.4899164019018004,0.2501538868658279,0.0,0.0,0.10282189990222247,0.12886469641686643,107,8.25360267330377,0.08390070985271555,0.10294931408957042,107,8.430126016473105
