run_name,seed,selected_feature_count,sequence_feature_count,sequence_features,sequence_length,architecture_preset,d_model,temporal_layers,temporal_heads,temporal_dropout,tabular_branch,tabular_d_token,tabular_layers,tabular_heads,tabular_dropout,fusion_hidden_dim,fusion_dropout,learning_rate,temporal_learning_rate,tabular_learning_rate,fusion_learning_rate,weight_decay,batch_size,max_epochs,patience,best_epoch,stopped_epoch,early_stopped,best_validation_classifier_rank_ic,best_validation_er_train_rank_ic,best_validation_loss,test_classifier_rank_ic_at_best_checkpoint,test_er_train_rank_ic_at_best_checkpoint,mu_train_0,mu_train_1,mu_train_2,init_tabular_from_ft_checkpoint,init_tabular_from_mlp_checkpoint,strict_tabular_init,tabular_checkpoint_initialization_used,tabular_checkpoint_type,tabular_checkpoint_loaded_tensors,freeze_tabular,freeze_tabular_epochs,debug
temporal_tabular_small_mlp_warmstart,362559,98,2,mthret|sprtrn,24,small,32,1,2,0.2,mlp,16,1,2,0.2,128,0.3,0.0001,0.0001,1e-05,0.0001,1e-05,2048,50,6,1,7,True,0.07724977971157251,0.04105012226735031,0.8674039105247193,0.09748762543047794,0.0742884048601147,-0.1786525547504425,0.0014534456422552466,0.23191609978675842,,outputs/models/deep_learning/mlp_model.pt,False,True,mlp,6,False,2,False
