run_name,seed,selected_feature_count,sequence_feature_count,sequence_features,sequence_length,architecture_preset,d_model,temporal_layers,temporal_heads,temporal_dropout,tabular_branch,tabular_d_token,tabular_layers,tabular_heads,tabular_dropout,fusion_hidden_dim,fusion_dropout,learning_rate,temporal_learning_rate,tabular_learning_rate,fusion_learning_rate,weight_decay,batch_size,max_epochs,patience,best_epoch,stopped_epoch,early_stopped,best_validation_classifier_rank_ic,best_validation_er_train_rank_ic,best_validation_loss,test_classifier_rank_ic_at_best_checkpoint,test_er_train_rank_ic_at_best_checkpoint,mu_train_0,mu_train_1,mu_train_2,init_tabular_from_ft_checkpoint,init_tabular_from_mlp_checkpoint,strict_tabular_init,tabular_checkpoint_initialization_used,tabular_checkpoint_type,tabular_checkpoint_loaded_tensors,freeze_tabular,freeze_tabular_epochs,debug
temporal_tabular_tiny_random,362559,98,2,mthret|sprtrn,24,tiny,16,1,1,0.2,ft_transformer,8,1,1,0.2,64,0.3,0.0001,0.0001,0.0001,0.0001,1e-05,2048,50,6,13,19,True,0.09754903405508678,0.07900757765817527,0.8532648973687298,0.10282189990222247,0.08390070985271555,-0.1786525547504425,0.0014534456422552466,0.23191609978675842,,,False,False,,0,False,0,False
