run_name,seed,selection_metric,model,selected,selected_feature_count,d_token,n_layers,n_heads,attention_dropout,ffn_dropout,residual_dropout,batch_size,max_epochs,patience,learning_rate,weight_decay,best_epoch,mu_train_0,mu_train_1,mu_train_2,best_validation_loss,best_validation_classifier_rank_ic,best_validation_er_train_rank_ic,best_test_classifier_rank_ic,best_test_er_train_rank_ic,stopped_epoch,early_stopped,selected_score_name,best_validation_monthly_rank_ic,debug
ft_base_seed362559,362559,classifier_rank_ic,ft_transformer,True,98,64,3,4,0.1,0.1,0.0,4096,50,6,0.0001,1e-05,1,-0.1786525547504425,0.0014534456422552466,0.23191609978675842,0.8681367221042949,0.07832816646319969,0.03778416078324008,0.08735665409468552,0.05742628717499331,7,True,prediction_ft_classifier_score,0.07832816646319969,False
