run_name,is_official,seed,selection_metric,best_epoch,stopped_epoch,early_stopped,learning_rate,weight_decay,attention_dropout,ffn_dropout,residual_dropout,d_token,n_layers,n_heads,batch_size,selected_feature_count,validation_classifier_rank_ic_mean,validation_classifier_rank_ic_tstat,validation_er_train_rank_ic_mean,validation_er_train_rank_ic_tstat,test_classifier_rank_ic_mean,test_classifier_rank_ic_tstat,test_er_train_rank_ic_mean,test_er_train_rank_ic_tstat,validation_loss_at_best_epoch,train_loss_at_best_epoch
ft_small_seed362559,True,362559,classifier_rank_ic,2,8,True,0.0001,1e-05,0.1,0.1,0.0,32,2,4,4096,98,0.09359803096183464,5.972553325407591,0.08668531235764987,6.49602901818125,0.09330136152204019,6.19052564776456,0.08559945325404471,7.573447439113498,0.8624362736967446,0.8818991252581247
ft_small_lr5e5_seed362559,False,362559,classifier_rank_ic,3,9,True,5e-05,1e-05,0.1,0.1,0.0,32,2,4,4096,98,0.09247073140755166,6.1470126431218866,0.08031848824564418,6.025291345796529,0.09106700325963572,6.19600786925518,0.0803923697293467,7.461718691586648,0.8665403728823218,0.8822728156308283
ft_reg_seed362559,False,362559,classifier_rank_ic,1,7,True,0.0001,0.0001,0.2,0.2,0.0,64,3,4,4096,98,0.08048013827769093,6.070619471756067,0.05335157836008771,4.51324447700575,0.09140427688103173,7.635543756848843,0.061072859207104896,7.475307218698197,0.8668501433488803,0.8918280387930677
ft_base_seed362559,False,362559,classifier_rank_ic,1,7,True,0.0001,1e-05,0.1,0.1,0.0,64,3,4,4096,98,0.07832816646319966,6.461230995502374,0.03778416078324007,2.877630824392773,0.0873566540946855,7.519397431110713,0.05742628717499329,6.768813225497622,0.8681367221042949,0.888697303519156
ft_lr5e5_seed362559,False,362559,classifier_rank_ic,1,7,True,5e-05,1e-05,0.1,0.1,0.0,64,3,4,4096,98,0.07667295242568964,5.371127993686463,0.05383633519544837,4.661487295785099,0.09099013362255999,6.204400922704739,0.0693019057766242,8.58674372592681,0.8663730316360909,0.8950234493439464
ft_lr2e5_seed362559,False,362559,classifier_rank_ic,4,10,True,2e-05,1e-05,0.1,0.1,0.0,64,3,4,4096,98,0.07288105153246548,6.278549012563371,0.04712430205880826,3.8489884117711823,0.08785770431521335,8.019421309328587,0.0608673868309529,6.995837228290675,0.8640485281083751,0.8763761037030898
