model,split,rows,accuracy,balanced_accuracy,macro_f1,precision_bottom,precision_top,recall_bottom,recall_top,monthly_rank_ic_mean,monthly_rank_ic_std,monthly_rank_ic_months,monthly_rank_ic_tstat,er_train_monthly_rank_ic_mean,er_train_monthly_rank_ic_std,er_train_monthly_rank_ic_months,er_train_monthly_rank_ic_tstat
ft_transformer,train,1834902,0.6076400810506501,0.37433958011577034,0.33055861394951686,0.4060761459721097,0.16666666666666666,0.16523963506493153,2.7244912693677274e-06,0.08041609881878835,0.11684771353833587,252,10.925040419077032,0.08041609881878835,0.11684771353833587,252,10.925040419077032
ft_transformer,validation,405264,0.6108067827391528,0.3657919362564004,0.31567321612803384,0.45347140503647915,0.5,0.11881798672948374,1.2336084280127802e-05,0.08031848824564419,0.10325547745834791,60,6.025291345796529,0.08031848824564419,0.10325547745834791,60,6.025291345796529
ft_transformer,test,868926,0.6207099338723896,0.38678331411660977,0.3459964817879679,0.49010167464114834,0.6666666666666666,0.18856462385447767,2.3013900395839086e-05,0.08039236972934671,0.11144686271816756,107,7.461718691586649,0.08039236972934671,0.11144686271816756,107,7.461718691586649
