run_name,seed,selection_metric,model,selected,selected_feature_count,d_token,n_layers,n_heads,attention_dropout,ffn_dropout,residual_dropout,batch_size,max_epochs,patience,learning_rate,weight_decay,best_epoch,mu_train_0,mu_train_1,mu_train_2,best_validation_loss,best_validation_classifier_rank_ic,best_validation_er_train_rank_ic,best_test_classifier_rank_ic,best_test_er_train_rank_ic,stopped_epoch,early_stopped,selected_score_name,best_validation_monthly_rank_ic,debug
ft_lr2e5_seed362559,362559,classifier_rank_ic,ft_transformer,True,98,64,3,4,0.1,0.1,0.0,4096,50,6,2e-05,1e-05,4,-0.1786525547504425,0.0014534456422552466,0.23191609978675842,0.8640485281083751,0.07288105153246553,0.04712430205880828,0.08785770431521336,0.06086738683095293,10,True,prediction_ft_classifier_score,0.07288105153246553,False
