run_name,seed,selection_metric,model,selected,selected_feature_count,d_token,n_layers,n_heads,attention_dropout,ffn_dropout,residual_dropout,batch_size,max_epochs,patience,learning_rate,weight_decay,best_epoch,mu_train_0,mu_train_1,mu_train_2,best_validation_loss,best_validation_classifier_rank_ic,best_validation_er_train_rank_ic,best_test_classifier_rank_ic,best_test_er_train_rank_ic,stopped_epoch,early_stopped,selected_score_name,best_validation_monthly_rank_ic,debug
ft_reg_seed362559,362559,classifier_rank_ic,ft_transformer,True,98,64,3,4,0.2,0.2,0.0,4096,50,6,0.0001,0.0001,1,-0.1786525547504425,0.0014534456422552466,0.23191609978675842,0.8668501433488803,0.08048013827769096,0.053351578360087734,0.09140427688103174,0.06107285920710491,7,True,prediction_ft_classifier_score,0.08048013827769096,False
