model,split,MthCalDt,rank_ic_t,num_obs
mlp_classifier,validation,2011-09-30,0.2020289894948127,6627
mlp_classifier,validation,2011-10-31,-0.040834295985331975,6612
mlp_classifier,validation,2011-11-30,0.17444936070648137,6610
mlp_classifier,validation,2011-12-30,0.019603240790324564,6604
mlp_classifier,validation,2012-01-31,0.020855893107981017,6625
mlp_classifier,validation,2012-02-29,0.0871852185815166,6651
mlp_classifier,validation,2012-03-30,0.0015457013505851133,6663
mlp_classifier,validation,2012-04-30,-0.15637924538022233,6681
mlp_classifier,validation,2012-05-31,0.03731282025762328,6689
mlp_classifier,validation,2012-06-29,0.11727321951763368,6667
mlp_classifier,validation,2012-07-31,0.06676437798325753,6669
mlp_classifier,validation,2012-08-31,0.02712093525162347,6638
mlp_classifier,validation,2012-09-28,0.06743202612551526,6610
mlp_classifier,validation,2012-10-31,0.12186639584027256,6592
mlp_classifier,validation,2012-11-30,0.024000751121613127,6587
mlp_classifier,validation,2012-12-31,0.07679530366688592,6581
mlp_classifier,validation,2013-01-31,0.12541247828583046,6571
mlp_classifier,validation,2013-02-28,0.11981375814176837,6574
mlp_classifier,validation,2013-03-28,0.11619746333713248,6551
mlp_classifier,validation,2013-04-30,0.013180565507237877,6563
mlp_classifier,validation,2013-05-31,0.013029107234551368,6583
mlp_classifier,validation,2013-06-28,0.09696714779757361,6602
mlp_classifier,validation,2013-07-31,-0.07310582856711617,6626
mlp_classifier,validation,2013-08-30,0.09722457153007061,6645
mlp_classifier,validation,2013-09-30,0.21449847700223437,6657
mlp_classifier,validation,2013-10-31,0.0973242996763694,6688
mlp_classifier,validation,2013-11-29,0.07740881969500803,6714
mlp_classifier,validation,2013-12-31,-0.2233453101724167,6716
mlp_classifier,validation,2014-01-31,0.07892159554764755,6746
mlp_classifier,validation,2014-02-28,0.14580402996347783,6767
mlp_classifier,validation,2014-03-31,0.22375750664717553,6793
mlp_classifier,validation,2014-04-30,0.15578914175498482,6815
mlp_classifier,validation,2014-05-30,-0.017333339538008783,6849
mlp_classifier,validation,2014-06-30,0.11642160811982663,6886
mlp_classifier,validation,2014-07-31,0.15715659577219285,6922
mlp_classifier,validation,2014-08-29,0.022492296080647463,6946
mlp_classifier,validation,2014-09-30,0.17386154171309734,6951
mlp_classifier,validation,2014-10-31,0.12416750239215744,6977
mlp_classifier,validation,2014-11-28,0.03590739821633335,7001
mlp_classifier,validation,2014-12-31,0.11508905098761259,6993
mlp_classifier,validation,2015-01-30,-0.05847932794050527,6981
mlp_classifier,validation,2015-02-27,0.07901009246169109,6995
mlp_classifier,validation,2015-03-31,-0.08090565967591258,7000
mlp_classifier,validation,2015-04-30,0.06742490543667672,7028
mlp_classifier,validation,2015-05-29,0.05651737103319036,7048
mlp_classifier,validation,2015-06-30,0.23495247462448227,7085
mlp_classifier,validation,2015-07-31,0.04575552585866653,7140
