run_name,seed,selected_feature_count,sequence_feature_count,sequence_features,sequence_length,d_model,temporal_layers,temporal_heads,temporal_dropout,tabular_branch,tabular_d_token,tabular_layers,tabular_heads,tabular_dropout,fusion_hidden_dim,fusion_dropout,learning_rate,weight_decay,batch_size,max_epochs,patience,best_epoch,stopped_epoch,early_stopped,best_validation_classifier_rank_ic,best_validation_er_train_rank_ic,best_validation_loss,test_classifier_rank_ic_at_best_checkpoint,test_er_train_rank_ic_at_best_checkpoint,mu_train_0,mu_train_1,mu_train_2,ft_checkpoint_initialization_used,debug
temporal_tabular_transformer_seed362559,362559,98,2,mthret|sprtrn,24,64,3,4,0.1,ft_transformer,32,2,4,0.1,256,0.2,0.0001,1e-05,2048,50,6,1,7,True,0.0885191345089955,0.05348924492370032,0.8437677105616119,0.10174041316192547,0.05875459210008733,-0.1786525547504425,0.0014534456422552466,0.23191609978675842,False,False
