model,split,rows,loss,accuracy,balanced_accuracy,macro_f1,precision_bottom,recall_bottom,precision_top,recall_top,classifier_monthly_rank_ic_mean,classifier_monthly_rank_ic_std,classifier_monthly_rank_ic_months,classifier_monthly_rank_ic_tstat,er_train_monthly_rank_ic_mean,er_train_monthly_rank_ic_std,er_train_monthly_rank_ic_months,er_train_monthly_rank_ic_tstat
temporal_tabular_transformer,train,1834902,0.8708364985441838,0.6084515685306354,0.3773506990416011,0.3346539397860466,0.40622926187942154,0.17676576431776267,0.0,0.0,0.09935217779123753,0.1353375685330156,252,11.653578123098791,0.09665948300400262,0.11783120138272658,252,13.022202144269494
temporal_tabular_transformer,validation,405264,0.8674039105247193,0.6091584744758972,0.3575602765339512,0.30088766879664824,0.4789904408225019,0.0859006931254779,0.0,0.0,0.07724977971157251,0.0897211013632148,60,6.669269676258725,0.04105012226735031,0.12560750589276262,60,2.531479926636879
temporal_tabular_transformer,test,868926,0.8342625021747105,0.6200585550438127,0.3821766444555749,0.3395453962783739,0.505395158938466,0.16948265249181668,0.0,0.0,0.09748762543047794,0.11403422352837504,107,8.843133293256537,0.0742884048601147,0.11128753548036176,107,6.905043154920014
